time,avg_T,max_B,max_T,max_eddy_heat
2.6,300.06837818322,0.80444488522884,300.16522478007,601.65241129068
2.61,300.0714913205,0.8399147229947,300.17409815744,567.36325092475
2.62,300.07425528422,0.86214357512548,300.17974188548,516.8208714496
2.63,300.07649371919,0.87078085106261,300.18179622539,453.20662733672
2.64,300.07806335204,0.86569030779051,300.18012774685,380.52495080884
2.65,300.07886303372,0.84695219846677,300.17483777116,303.35160442742
2.66,300.07884013311,0.81486200677842,300.16739070501,226.54601154492
2.67,300.07799387945,0.76992578698429,300.15793997516,154.94574267435
2.68,300.07637544316,0.71285218313369,300.14667268865,122.31303486574
2.69,300.07408474936,0.64454125332318,300.13456991804,105.87481499931
2.7,300.071264224,0.5660702752394,300.12313883497,87.544894827567
2.71,300.06808986519,0.47867675684332,300.11295483785,68.479310506016
2.72,300.06476020043,0.42639816530817,300.1040804582,49.88095884807
2.73,300.06148382353,0.37581875907428,300.09637112373,32.923930685861
2.74,300.05846629402,0.34547774166237,300.08977959505,75.63135382013
2.75,300.05589722235,0.30994718638541,300.08429179374,133.5838695657
2.76,300.05393835227,0.26955473913091,300.08001229495,202.7082267893
2.77,300.05271338936,0.22893539253414,300.07741799985,278.67325367496
2.78,300.0523002151,0.20608382662348,300.08031887525,356.71684874014
2.79,300.05272597572,0.18418464323345,300.08741941257,431.94503956475
2.8,300.05396535505,0.16837267190618,300.09775654857,499.63934900822
2.81,300.05594213999,0.14995075295467,300.11125966244,555.55315792009
2.82,300.05853398083,0.12920917520964,300.12627740334,596.17844435447
2.83,300.06158004769,0.11263392147594,300.14112292958,618.96614024433
2.84,300.06489110265,0.10076799610098,300.1548698984,622.48626045691
2.85,300.06826135504,0.091633985857021,300.16666063663,606.51774304579
2.86,300.07148135574,0.083360032708629,300.17575993978,572.06235559154
2.87,300.07435112074,0.073832985153218,300.18160118392,521.28179330528
2.88,300.07669266003,0.063202785165751,300.18382185415,457.36192031163
2.89,300.07836112503,0.056851002023151,300.18228625836,384.31268298612
2.9,300.07925387484,0.050736436332154,300.17709400004,306.71626583026
2.91,300.07931689206,0.047085567784028,300.16969561655,229.43931213881
2.92,300.07854814563,0.042766973739344,300.16027051079,157.32728935263
2.93,300.07699768974,0.037848408705126,300.14903938009,124.32926893637
2.94,300.0747644932,0.033026823138019,300.13681584787,107.74154936712
2.95,300.07199019864,0.030241996527089,300.12517368893,89.234348865513
2.96,300.06885020419,0.027678286423469,300.11483527395,69.966764979189
2.97,300.06554262812,0.025748076188691,300.10578905025,51.145110995792
2.98,300.06227585,0.023496339027665,300.09796903085,33.947192415348
2.99,300.05925541153,0.020958213324786,300.09127855333,74.042392973778
3,300.05667109988,0.019072187737781,300.08570706735,131.48029501215
3.01,300.05468502533,0.04077616347813,300.0813645188,200.12837237864
3.02,300.05342144223,0.14945041323613,300.07872631063,275.66251729255
3.03,300.05295895255,0.25577173919981,300.08139545004,353.32691013339
3.04,300.05332558193,0.35806337085923,300.08818738829,428.2329882402
3.05,300.05449703716,0.45471208855186,300.09812684566,495.66673668316
3.06,300.05639825439,0.54419366489854,300.11099099895,551.38499103801
3.07,300.05890814027,0.62509690277791,300.12574222508,591.88213294733
3.08,300.06186720788,0.69614589074629,300.14033223337,614.61041993927
3.09,300.06508762708,0.75622012492155,300.15383856015,618.14010467335
3.1,300.06836505736,0.80437217999695,300.16540714142,602.24928241145
3.11,300.07149151914,0.83984265070246,300.17430605853,567.93782132397
3.12,300.07426849439,0.86207212807799,300.17997160208,517.36450076742
3.13,300.07651943275,0.87071002168498,300.18204375871,453.71130816554
3.14,300.07810087688,0.86562008862554,300.18038889,380.98342235333
3.15,300.07891150763,0.84688258217272,300.17510817766,303.75745263812
3.16,300.07889853994,0.81479298612684,300.16766533829,226.89375441065
3.17,300.07806106748,0.76985735485789,300.1582157036,155.2308996094
3.18,300.07645014514,0.71278433252425,300.14694969937,122.54728949
3.19,300.07416560402,0.64447397732951,300.13483230625,106.0909744548
3.2,300.07134979867,0.56600356706536,300.1233776421,87.739851283326
3.21,300.0681786791,0.47861060979587,300.11317462301,68.650338494396
3.22,300.06485074837,0.42615337071767,300.10427667414,50.025751471656
3.23,300.06157459949,0.37557600980496,300.09655406476,33.040628738629
3.24,300.05855581448,0.34511227451644,300.0899492243,75.44377036723
3.25,300.05598404876,0.30958473848168,300.08444819234,133.33660065763
3.26,300.05402111255,0.26919527563346,300.08016123708,202.40612037219
3.27,300.05279079799,0.22841824820659,300.07755878337,278.32193486425
3.28,300.05237109148,0.20557088200204,300.08042347046,356.32261942901
3.29,300.05278926075,0.18356781724623,300.08748797321,431.51476917726
3.3,300.05402012545,0.16776078339779,300.09778070111,499.18035823103
3.31,300.05598762036,0.14934374673239,300.11121571116,555.0730973254
3.32,300.05856955319,0.12860699687198,300.12620376654,595.68516987419
3.33,300.06160525849,0.11190345635515,300.14102118662,618.46758747288
3.34,300.06490566708,0.10004323015869,300.15474204075,621.99031974596
3.35,300.06826515874,0.090828857380084,300.16650903054,606.03213731097
3.36,300.07147445378,0.08256107385151,300.17558728373,571.59452267822
3.37,300.07433373405,0.073040129934162,300.18141046158,520.8387746612
3.38,300.07666516933,0.062415968507404,300.18361628371,456.950257589
3.39,300.07832406237,0.055968942627876,300.18206923899,383.93832404775
3.4,300.07920791297,0.049828063599835,300.17686905643,306.38448146612
3.41,300.0792628318,0.046154588690819,300.16946621798,229.15462461348
3.42,300.07848690139,0.041842760121287,300.1600394479,157.09341370397
3.43,300.07693027363,0.036930892070496,300.14880682267,124.13582776319
3.44,300.0746919978,0.032047554017943,300.13659432215,107.56284755041
3.45,300.07191377884,0.029269604480015,300.12497066008,89.072956321317
3.46,300.06877105832,0.026674661546117,300.11464693329,69.824942194477
3.47,300.06546197872,0.024751312258449,300.1056157189,51.024778443267
3.48,300.06219492453,0.022506370995895,300.09780882612,33.849905715201
3.49,300.05917542324,0.019974976927343,300.09112861491,74.19445902587
3.5,300.05659322928,0.018059487618347,300.08556576015,131.68135478838
3.51,300.0546104024,0.040724180101428,300.08123094271,200.37451492784
3.52,300.05335112965,0.14939882571514,300.07859990685,275.94918632605
3.53,300.0528939303,0.25572054332395,300.08130045765,353.6489848783
3.54,300.05326673335,0.35801256247538,300.088122342,428.58487184248
3.55,300.05444513674,0.45466166356339,300.09809909409,496.04245067649
3.56,300.05635395739,0.54414361926437,300.111021248,551.77827432259
3.57,300.05887197437,0.62504723251161,300.12579709088,592.28654367656
3.58,300.06183956693,0.69609659191517,300.1404104662,615.01943869116
3.59,300.06506876698,0.75617119364576,300.1539385653,618.54723728775
3.6,300.06835509414,0.80432361244864,300.16552700904,602.64816090344
3.61,300.07149042929,0.83979444310491,300.1744435978,568.32230133702
3.62,300.07427611724,0.8620242767048,300.18012437933,517.72875410601
3.63,300.07653547501,0.87066252285922,300.18220913874,454.04990904459
3.64,300.07812491915,0.86557293871898,300.18056407988,381.29142611895
3.65,300.07894301273,0.84683577760503,300.17529027233,304.03046584883
3.66,300.07893686298,0.81474652336482,300.16785065555,227.127995318
3.67,300.07810546744,0.7698112304147,300.15840224627,155.42324823962
3.68,300.07649979773,0.71273854295871,300.14713789884,122.70716228377
3.69,300.07421961572,0.6444285192453,300.13501062491,106.23867863044
3.7,300.07140722153,0.56595843711038,300.12353957591,87.873232883802
3.71,300.06823852626,0.4785658046615,300.11332381088,68.767498056915
3.72,300.06491200993,0.42598735573823,300.10441014904,50.125070108617
3.73,300.06163625849,0.37541118285331,300.09667895314,33.120789484834
3.74,300.05861686276,0.34486341134109,300.0900654238,75.316380984622
3.75,300.05604350251,0.30933763904361,300.08455568412,133.16843338283
3.76,300.05407802718,0.26894992247089,300.08026421506,202.20038314678
3.77,300.05284428224,0.22806395227108,300.07765711228,278.08237825187
3.78,300.05242032052,0.20521906044881,300.08049953609,356.05347040634
3.79,300.052833488,0.18314308949804,300.08753946809,431.22065844054
3.8,300.05405869307,0.16733898543528,300.09780143804,498.86624223812
