time,avg_c,bulk_energy,dt_size,max_c,min_c
0,0.50053152519725,38.906665065279,0,0.55448622726863,0.44480968500949
0.1,0.50053152519725,39.035695333762,0.1,0.53352167968458,0.4706467177296
0.22,0.50053152519725,39.042387276724,0.12,0.52940860466939,0.47256915733705
0.364,0.50053152519725,39.044628389915,0.144,0.52775501307154,0.4743505076581
0.5368,0.50053152519725,39.045600813065,0.1728,0.52695263498783,0.47649496489986
0.74416,0.50053152519725,39.045864957637,0.20736,0.52661348211934,0.47770585424974
0.992992,0.50053152519725,39.045605044016,0.248832,0.52671760760911,0.47800349392743
1.2915904,0.50053152519725,39.044812418331,0.2985984,0.52724264500527,0.47776949669924
1.64990848,0.50053152519725,39.043350376874,0.35831808,0.52816077358817,0.477102763085
2.079890176,0.50053152519725,39.040943261527,0.429981696,0.52955106196813,0.47595221031509
2.5958682112,0.50053152519725,39.037090095837,0.5159780352,0.53159123362421,0.47419280315949
3.21504185344,0.50053152519725,39.030864542282,0.61917364224,0.5345807436281,0.47159900743623
3.958050224128,0.50053152519725,39.020473856048,0.743008370688,0.53899736418817,0.46778539393477
4.8496602689536,0.50053152519725,39.002219356622,0.8916100448256,0.54561611743549,0.46185609190857
5.9195923227443,0.50053152519725,38.967842493386,1.0699320537907,0.55575040991833,0.45278919221573
7.2035107872932,0.50053152519725,38.897147362713,1.2839184645489,0.57186910428812,0.43850454793897
8.7442129447518,0.50053152519725,38.735742209639,1.5407021574586,0.59815143606903,0.41426910704627
10.593055533702,0.50053152519725,38.325262514434,1.8488425889504,0.64140255457547,0.37385869224275
12.811666640443,0.50053152519725,37.216630969954,2.2186111067404,0.70888177125567,0.30899826394418
15.473999968531,0.50053152519725,34.545360565174,2.6623333280885,0.79589889946441,0.2213009484822
18.668799962237,0.50053152519725,30.215372429377,3.1947999937062,0.87795581245212,0.1344565412375
22.502559954685,0.50053152519725,26.099573196879,3.8337599924475,0.93274566897116,0.074518111870036
27.103071945622,0.50053152519725,23.254449131412,4.600511990937,0.9576718408993,0.04418042396492
32.623686334746,0.50053152519725,20.733622108024,5.5206143891244,0.96433764883725,0.031199140614187
39.248423601695,0.50053152519725,17.860448038711,6.6247372669492,0.96874122485503,0.023941709533641
45.873160868645,0.50053152519725,15.656844358293,6.6247372669492,0.97893558483204,0.0089659542146065
52.497898135594,0.50053152519725,14.620521870879,6.6247372669492,0.98361697780684,0.0048537214371643
60.447582855933,0.50053152519725,14.155478675002,7.9496847203391,0.98192642538548,0.010589379246139
69.98720452034,0.50053152519725,13.95925881963,9.5396216644069,0.97671577983667,0.016881847982328
81.434750517628,0.50053152519725,13.869000319492,11.447545997288,0.97367357099247,0.02026155623988
95.171805714374,0.50053152519725,13.82427072688,13.737055196746,0.97195880450832,0.022529510206867
100,0.50053152519725,13.818785180199,4.828194285626,0.97137062036499,0.023050371937691
