time,L2_norm,avg_T,max_T,min_T
0.31,0.5003347453519,0.50033321029164,0.5030641926679,0.49768828455237
0.32,0.50032606759969,0.50032467453834,0.50293115230817,0.49782237190781
0.33,0.50031775068397,0.50031648595405,0.50280426490011,0.497948508983
0.34,0.50030977136015,0.50030862269749,0.50268325906107,0.49806723652972
0.35,0.50030210805613,0.50030106443848,0.50256786882953,0.49817904970099
0.36,0.50029474078206,0.50029379228978,0.50245783529102,0.49828440293228
0.37,0.50028765103566,0.50028678873059,0.50235307880781,0.49838371416288
0.38,0.50028082170618,0.5002800375261,0.5022547949083,0.49847736851045
0.39,0.50027423697954,0.50027352364555,0.50216089919422,0.49856572148734
0.4,0.50026788224591,0.50026723318105,0.50207119859921,0.49864910182915
0.41,0.50026174401112,0.50026115326845,0.50198550612854,0.4987278139929
0.42,0.50025580981225,0.50025527201113,0.50190364125133,0.4988021403712
0.43,0.50025006813802,0.50024957840752,0.5018254301368,0.49887234326125
0.44,0.50024450835395,0.50024406228245,0.50175079331559,0.49893856267231
0.45,0.50023912063252,0.50023871422268,0.50167969525012,0.49900100869989
0.46,0.50023389588813,0.50023352551662,0.50161174419193,0.49906002901337
0.47,0.50022882571677,0.50022848809817,0.50154679562192,0.4991158205105
0.48,0.50022390234019,0.50022359449458,0.50148471134136,0.49916856719262
0.49,0.50021911855437,0.50021883777821,0.50142546686384,0.49921844118309
0.5,0.50021446768204,0.50021421152192,0.50136961670914,0.49926560364874
0.51,0.50020994352899,0.500209709758,0.50131619491726,0.49931020563495
0.52,0.50020554034393,0.50020532694037,0.50126505357111,0.49935238882392
0.53,0.50020125278168,0.50020105790977,0.50121609245023,0.49939228622418
0.54,0.50019707586941,0.50019689786193,0.50116921547843,0.49943002279878
0.55,0.50019300497568,0.50019284231824,0.50112433061864,0.49946571603842
0.56,0.50018903578214,0.50018888709898,0.50108134975684,0.49949947648518
0.57,0.50018516425768,0.50018502829876,0.50104018857836,0.49953140821197
0.58,0.50018138663466,0.50018126226406,0.5010007664393,0.4995616092619
0.59,0.50017769938732,0.50017758557265,0.50096300623502,0.49959002790248
0.6,0.50017409921198,0.50017399501483,0.50092683426757,0.49961673315561
0.61,0.50017058300896,0.50017048757625,0.50089218011332,0.49964198592581
0.62,0.50016714786609,0.50016706042219,0.50085897649186,0.49966562052047
0.63,0.50016379104361,0.50016371088321,0.50082734068116,0.49968796978617
0.64,0.50016050996041,0.50016043644209,0.50079717281116,0.49970910168149
0.65,0.50015730218147,0.50015723472181,0.50076824409195,0.49972908038637
0.66,0.50015416540634,0.50015410347464,0.50074050065452,0.49974796653956
0.67,0.50015109745872,0.50015104057211,0.50071389097886,0.49976581745816
0.68,0.5001480962768,0.50014804399594,0.50068836580002,0.49978268734091
0.69,0.50014515990459,0.50014511182962,0.5006638780162,0.49979862745674
0.7,0.50014228648388,0.50014224225085,0.50064038259943,0.49981360025049
0.71,0.50013947424692,0.50013943352453,0.5006178365087,0.49982766323631
0.72,0.50013672150982,0.50013668399641,0.50059619860591,0.49984089139183
0.73,0.50013402666637,0.50013399208723,0.50057544881894,0.49985308817402
0.74,0.50013138818251,0.50013135628743,0.50055560685657,0.49986460547366
0.75,0.50012880459118,0.50012877515224,0.50053655414026,0.4998754786368
0.76,0.50012627448769,0.50012624729722,0.5005182566672,0.4998857411466
0.77,0.50012379652543,0.50012377139416,0.50050070085339,0.49989542472933
0.78,0.50012136941196,0.50012134616735,0.50048410040803,0.49990443202435
0.79,0.50011899190538,0.50011897039016,0.50046814173522,0.49991286078422
0.8,0.5001166628111,0.50011664288183,0.50045279773162,0.4999207184695
0.81,0.50011438097879,0.50011436250462,0.50043804247342,0.49992799727878
0.82,0.50011214529963,0.50011212816118,0.50042385116623,0.49993485818161
0.83,0.50010995470372,0.50010993879206,0.50041020009685,0.49994129642254
0.84,0.50010780815783,0.50010779337348,0.50039706658683,0.49994725939404
0.85,0.50010570466315,0.50010569091531,0.50038442894785,0.49995287475938
0.86,0.50010364325342,0.50010363045912,0.50037226643887,0.49995795921864
0.87,0.50010162299301,0.50010161107646,0.50036055922492,0.49996267781373
0.88,0.50009964297531,0.50009963186723,0.50034928833771,0.4999670236443
0.89,0.50009770232119,0.50009769195823,0.50033857588677,0.4999710511978
0.9,0.50009580017752,0.50009579050174,0.50032826192896,0.49997478872199
0.91,0.50009393571588,0.50009392667426,0.50031832265901,0.49997815517359
0.92,0.50009210813135,0.50009209967537,0.50030874274989,0.49998123682565
0.93,0.50009031664138,0.50009030872659,0.50029952488982,0.49998412284101
0.94,0.50008856048473,0.50008855307042,0.50029070198271,0.49998667622572
0.95,0.5000868389205,0.50008683196936,0.50028219099079,0.49998889579488
0.96,0.50008515122725,0.50008514470506,0.50027397933976,0.49999094200059
0.97,0.50008349670214,0.50008349057751,0.50026605499716,0.49999274612911
0.98,0.50008187466017,0.50008186890428,0.50025840644865,0.49999432871058
0.99,0.50008028443343,0.50008027901983,0.50025102917387,0.49999572995614
1,0.50007872537044,0.50007872027482,0.5002440475654,0.4999968636357
1.01,0.50007719683552,0.50007719203554,0.50023730013527,0.49999784458304
1.02,0.50007569820818,0.50007569368327,0.50023077776324,0.49999861137866
1.03,0.50007422888257,0.50007422461381,0.50022447171496,0.49999922266651
1.04,0.50007278826698,0.50007278423695,0.50021837362519,0.49999964382647
1.05,0.50007137578331,0.50007137197595,0.50021247548185,0.4999999049095
1.06,0.50006999086666,0.50006998726716,0.50020676961059,0.49999999866408
1.07,0.50006863296484,0.50006862955954,0.50020124866017,0.50000000227667
1.08,0.50006730153801,0.5000672983143,0.50019593139771,0.50000000449023
1.09,0.50006599605828,0.5000659930045,0.50019085882837,0.50000000655328
1.1,0.50006471600931,0.5000647131147,0.50018596286656,0.50000000847389
1.11,0.50006346088603,0.5000634581406,0.50018121786467,0.50000001025975
1.12,0.50006223019424,0.50006222758876,0.50017661828625,0.50000001191812
1.13,0.50006102345035,0.50006102097627,0.50017215882234,0.50000001345595
1.14,0.50005984018105,0.50005983783043,0.50016783438168,0.50000001487978
1.15,0.50005867992305,0.50005867768854,0.50016364008128,0.50000001619587
1.16,0.50005754222281,0.50005754009756,0.50015957123743,0.50000001741013
1.17,0.50005642663626,0.50005642461391,0.50015564803582,0.50000001852818
1.18,0.50005533272856,0.5000553308032,0.50015189812048,0.50000001955537
1.19,0.50005426007389,0.50005425824001,0.5001482552785,0.50000002049675
1.2,0.50005320825518,0.50005320650766,0.5001447158301,0.50000002135715
1.21,0.50005217686395,0.50005217519799,0.50014127624093,0.50000002214111
1.22,0.50005116550003,0.50005116391118,0.50013793311589,0.50000002285297
1.23,0.50005017377143,0.5000501722555,0.50013468319325,0.50000002349685
1.24,0.50004920129409,0.50004919984719,0.50013154493577,0.50000002407665
1.25,0.50004824769172,0.50004824631021,0.50012850101789,0.50000002459606
1.26,0.50004731259564,0.50004731127609,0.50012556843458,0.50000002505861
1.27,0.50004639564455,0.50004639438376,0.5001227289229,0.50000002546761
1.28,0.50004549648442,0.50004549527939,0.50011996351849,0.50000002582624
1.29,0.50004461476829,0.5000446136162,0.50011726989265,0.50000002613748
1.3,0.50004375015613,0.50004374905434,0.50011464580327,0.50000002640419
1.31,0.50004290231469,0.5000429012607,0.50011208909121,0.50000002662905
1.32,0.50004207091733,0.5000420699088,0.50010959767692,0.50000002681462
1.33,0.5000412556439,0.50004125467863,0.50010716955713,0.50000002696334
1.34,0.5000404561806,0.5000404552565,0.50010480280175,0.50000002707748
1.35,0.50003967221981,0.50003967133493,0.50010253027945,0.50000002715923
1.36,0.50003890346002,0.5000389026125,0.50010032134509,0.50000002721065
1.37,0.50003814960565,0.50003814879374,0.50009816566031,0.50000002723369
1.38,0.50003741036692,0.50003740958898,0.50009606170389,0.50000002723021
1.39,0.5000366854598,0.50003668471426,0.50009400800689,0.50000002720196
1.4,0.5000359746058,0.50003597389118,0.50009200315055,0.5000000271506
1.41,0.50003527753191,0.50003527684682,0.50009004770559,0.50000002707769
1.42,0.50003459397049,0.50003459331359,0.50008814722,0.50000002698473
1.43,0.50003392365912,0.50003392302917,0.50008629088522,0.50000002687313
1.44,0.50003326634055,0.50003326573634,0.50008448098032,0.50000002674421
1.45,0.50003262176252,0.50003262118293,0.50008273012443,0.50000002659923
1.46,0.50003198967774,0.50003198912169,0.50008101855485,0.5000000264394
1.47,0.50003136984374,0.50003136931021,0.50007934525886,0.50000002626582
1.48,0.50003076202279,0.50003076151079,0.50007770925508,0.50000002607958
1.49,0.50003016598178,0.5000301654904,0.50007610959236,0.50000002588167
1.5,0.50002958149216,0.50002958102052,0.50007454534865,0.50000002567304
1.51,0.50002900832986,0.50002900787711,0.50007301562995,0.5000000254546
1.52,0.50002844627512,0.50002844584048,0.50007151956927,0.50000002522719
1.53,0.50002789511253,0.50002789469522,0.50007005632572,0.5000000249916
1.54,0.50002735463081,0.50002735423012,0.50006862508349,0.5000000247486
1.55,0.50002682462285,0.50002682423807,0.50006722505104,0.5000000244989
1.56,0.50002630488552,0.500026304516,0.50006586662679,0.50000002424316
1.57,0.50002579521967,0.50002579486478,0.50006454321235,0.50000002398202
1.58,0.50002529543002,0.50002529508916,0.50006324766319,0.50000002371607
1.59,0.50002480532509,0.50002480499768,0.50006197933497,0.50000002344587
1.6,0.50002432471711,0.5000243244026,0.50006073760072,0.50000002317196
1.61,0.50002385342196,0.50002385311983,0.50005952185027,0.50000002289483
1.62,0.50002339125912,0.50002339096885,0.50005833148974,0.50000002261494
1.63,0.50002293805154,0.50002293777266,0.50005716594096,0.50000002233273
1.64,0.50002249362563,0.50002249335768,0.50005602464101,0.50000002204861
1.65,0.50002205781118,0.50002205755372,0.50005490704173,0.50000002176298
1.66,0.50002163044126,0.50002163019387,0.50005381260926,0.50000002147619
1.67,0.5000212113522,0.50002121111448,0.50005274082358,0.50000002118857
1.68,0.50002080038351,0.50002080015506,0.5000516951549,0.50000002090046
1.69,0.50002039737778,0.50002039715824,0.50005067144365,0.50000002061214
1.7,0.50002000218071,0.50002000196972,0.50004966860921,0.5000000203239
1.71,0.50001961464094,0.50001961443816,0.50004869001116,0.50000002003599
1.72,0.50001923461008,0.50001923441519,0.50004773361651,0.50000001974865
1.73,0.50001886194261,0.50001886175529,0.5000467963659,0.50000001946211
1.74,0.50001849649582,0.50001849631579,0.50004587785956,0.50000001917659
1.75,0.5000181381298,0.50001813795675,0.5000449777068,0.50000001889227
1.76,0.50001778670731,0.50001778654098,0.50004409552581,0.50000001860934
1.77,0.50001744209381,0.50001744193392,0.50004323094338,0.50000001832796
1.78,0.50001710415735,0.50001710400366,0.50004238359473,0.50000001804829
1.79,0.50001677276854,0.5000167726208,0.50004155312325,0.50000001777048
1.8,0.5000164478005,0.50001644765848,0.50004073918031,0.50000001749466
1.81,0.50001612912881,0.50001612899228,0.50003994142503,0.50000001722094
1.82,0.50001581663147,0.50001581650022,0.50003915952414,0.50000001694944
1.83,0.50001551018883,0.50001551006265,0.50003839315172,0.50000001668027
1.84,0.50001520968357,0.50001520956226,0.50003764198905,0.50000001641352
1.85,0.50001491500064,0.50001491488402,0.50003690572444,0.50000001614927
1.86,0.50001462602722,0.5000146259151,0.50003618405301,0.5000000158876
1.87,0.50001434265268,0.5000143425449,0.50003547667658,0.50000001562858
1.88,0.50001406476854,0.50001406466491,0.50003478330344,0.50000001537228
1.89,0.50001379226842,0.50001379216878,0.50003410364826,0.50000001511875
1.9,0.50001352504798,0.50001352495219,0.50003343743186,0.50000001486803
1.91,0.50001326300493,0.50001326291283,0.50003278438114,0.50000001462018
1.92,0.50001300603895,0.5000130059504,0.50003214422886,0.50000001437523
1.93,0.50001275405167,0.50001275396653,0.50003151671353,0.50000001413322
1.94,0.50001250694662,0.50001250686476,0.50003090157929,0.50000001389418
1.95,0.5000122646292,0.5000122645505,0.50003029857574,0.50000001365812
1.96,0.50001202700665,0.50001202693098,0.50002970958605,0.50000001342507
1.97,0.50001179398801,0.50001179391525,0.50002913262375,0.50000001319505
1.98,0.50001156548407,0.50001156541411,0.50002856690358,0.50000001296806
1.99,0.50001134140735,0.50001134134008,0.50002801220473,0.50000001274412
2,0.50001112167207,0.50001112160739,0.50002746831081,0.50000001252323
