time,max_d_minus,max_d_plus,total_d_minus,total_d_plus
3.675,0,0.43496957783637,0,0.10634723098266
3.7,0,0.43396427495771,0,0.10634723096166
3.725,0,0.43270927809327,0,0.10634723093494
3.75,0,0.43163506407188,0,0.1063472309008
3.775,0,0.4302755923399,0,0.10634723085765
3.8,0,0.42929953657899,0,0.10634723080286
3.825,0,0.428086575345,0,0.10634723073398
3.85,0,0.42704487480906,0,0.10634723064722
3.875,0,0.42573026351963,0,0.10634723053832
3.9,0,0.42478207864817,0,0.10634723040204
3.925,0,0.42360886382812,0,0.10634723023195
3.95,0,0.42259807234605,0,0.10634723002022
3.975,0,0.42132591316337,0,0.10634722975734
4,0,0.42040431082648,0,0.10634722943178
4.025,0,0.41926872359403,0,0.10634722902959
4.05,0,0.41828734516844,0,0.10634722853397
4.075,0,0.41705540656906,0,0.10634722792472
4.1,0,0.41615917924641,0,0.10634722717811
4.125,0,0.41505925524091,0,0.10634722626385
4.15,0,0.41410589309789,0,0.10634722514844
4.1625,0,0.41359477847442,0,0.1063472245354
4.175,0,0.41299695077038,0,0.10634722386222
4.1875,0,0.4125748729894,0,0.10634722312364
4.2,0,0.41221176651166,0,0.10634722231308
4.2125,0,0.41176197821548,0,0.10634722142405
4.225,0,0.41122629654313,0,0.10634722044947
4.2375,0,0.4107981964697,0,0.10634721938162
4.25,0,0.41038459291693,0,0.10634721821216
4.2625,0,0.40988577087356,0,0.10634721693199
4.275,0,0.40930253452554,0,0.1063472155313
4.2875,0,0.40889670040375,0,0.10634721399916
4.3,0,0.40854186621998,0,0.10634721232449
4.3125,0,0.40810264547973,0,0.10634721049475
4.325,0,0.40757979338117,0,0.10634720849642
4.3375,0,0.40716611527581,0,0.10634720631495
4.35,0,0.40676209193017,0,0.10634720393479
4.3625,0,0.40627508202868,0,0.10634720133867
4.375,0,0.4057058560851,0,0.10634719850833
4.3875,0,0.40531534125384,0,0.10634719542407
4.4,0,0.40496847755402,0,0.10634719206462
4.4125,0,0.40453942239611,0,0.10634718840706
4.425,0,0.40402889966897,0,0.1063471844267
4.4375,0,0.40362888728995,0,0.10634718009676
4.45,0,0.40323408564962,0,0.10634717538893
4.4625,0,0.40275843301463,0,0.10634717027237
4.475,0,0.40220266817338,0,0.10634716471397
4.4875,0,0.40182661663305,0,0.10634715867816
4.5,0,0.40148743626388,0,0.10634715212677
4.5125,0,0.40106816542023,0,0.10634714501894
4.51875,0,0.40083859151168,0,0.10634714132041
4.525,0,0.40058916594701,0,0.10634713747196
4.53125,0,0.40037557274634,0,0.10634713346791
4.5375,0,0.40022219298959,0,0.10634712930235
4.54375,0,0.40004885877891,0,0.1063471249692
4.55,0,0.39985564824872,0,0.10634712046216
4.55625,0,0.399642642243,0,0.10634711577469
4.5625,0,0.39940992428315,0,0.10634711090004
4.56875,0,0.39915758053535,0,0.10634710583124
4.575,0,0.39888569977748,0,0.10634710056107
4.58125,0,0.3986716777173,0,0.10634709508205
4.5875,0,0.39854470645763,0,0.10634708938646
4.59375,0,0.39839796779917,0,0.10634708346631
4.6,0,0.39823153478432,0,0.10634707731334
4.60625,0,0.39804548314251,0,0.10634707091902
4.6125,0,0.3978398912596,0,0.10634706427451
4.61875,0,0.39761484014683,0,0.10634705737069
4.625,0,0.3973704134094,0,0.10634705019813
4.63125,0,0.39716752170726,0,0.10634704274708
4.6375,0,0.39701683300307,0,0.10634703500747
4.64375,0,0.39684666902695,0,0.10634702696889
4.65,0,0.39665710504051,0,0.10634701862084
4.65625,0,0.39644821890968,0,0.10634700995188
4.6625,0,0.39622009107423,0,0.10634700095056
4.66875,0,0.39597280451688,0,0.10634699160505
4.675,0,0.39570644473195,0,0.10634698190312
4.68125,0,0.39550538736246,0,0.10634697183215
4.6875,0,0.39538046924696,0,0.10634696137908
4.69375,0,0.39523625515089,0,0.10634695053047
4.7,0,0.39507281546268,0,0.10634693927239
4.70625,0,0.39489022315379,0,0.10634692759049
4.7125,0,0.39468855374979,0,0.10634691546997
4.71875,0,0.3944678853009,0,0.10634690289553
4.725,0,0.39422829835218,0,0.10634688985139
4.73125,0,0.39403547214224,0,0.10634687632128
4.7375,0,0.39388740669139,0,0.1063468622884
4.74375,0,0.39372032612213,0,0.10634684773541
4.75,0,0.39353430296877,0,0.10634683264445
4.75625,0,0.39332941227042,0,0.10634681699709
4.7625,0,0.39310573154206,0,0.1063468007743
4.76875,0,0.39286334074529,0,0.10634678395649
4.775,0,0.39260232225857,0,0.10634676652344
4.78125,0,0.39241342040606,0,0.10634674845432
4.7875,0,0.39229051239762,0,0.10634672972763
4.79375,0,0.39214876124476,0,0.10634671032123
4.8,0,0.39198823481464,0,0.1063466902123
4.80625,0,0.39180900345913,0,0.10634666937732
4.8125,0,0.39161113998738,0,0.10634664779203
4.81875,0,0.39139471963785,0,0.10634662543147
4.825,0,0.39115982005007,0,0.10634660226991
4.83125,0,0.39097646930019,0,0.10634657828082
4.8375,0,0.39083096093368,0,0.10634655343692
4.84375,0,0.39066687962207,0,0.10634652771006
4.85,0,0.3904842953086,0,0.10634650107128
4.85625,0,0.39028328034704,0,0.10634647349075
4.8625,0,0.39006390947436,0,0.10634644493777
4.86875,0,0.38982625978287,0,0.10634641538069
4.875,0,0.38957041069204,0,0.10634638478678
4.88125,0,0.38939291490673,0,0.10634635312278
4.8875,0,0.38927197430246,0,0.10634632035419
4.89375,0,0.38913262582352,0,0.10634628644548
4.9,0,0.38897493494014,0,0.10634625136011
4.90625,0,0.38879896951421,0,0.10634621506048
4.9125,0,0.38860479977314,0,0.10634617750791
4.91875,0,0.38839249828343,0,0.1063461386626
4.925,0,0.38816213992376,0,0.10634609848361
4.93125,0,0.38798771663938,0,0.10634605692884
4.9375,0,0.38784470084706,0,0.10634601395498
4.94375,0,0.38768353727754,0,0.1063459695175
4.95,0,0.38750429341058,0,0.1063459235706
4.95625,0,0.3873070390472,0,0.1063458760672
4.9625,0,0.38709184628374,0,0.10634582695889
4.96875,0,0.38685878948544,0,0.1063457761959
4.975,0,0.38660794525963,0,0.10634572372707
4.98125,0,0.38644116064752,0,0.10634566949984
4.9875,0,0.38632214519111,0,0.10634561346016
4.99375,0,0.38618514050842,0,0.1063455555525
5,0,0.38603020978939,0,0.10634549571982
5.00625,0,0.38585741852737,0,0.10634543390349
5.0125,0,0.38566683449435,0,0.10634537004328
5.01875,0,0.38545852771581,0,0.10634530407734
5.025,0,0.38523257044517,0,0.10634523594213
5.03125,0,0.38506656512203,0,0.10634516557237
5.0375,0,0.38492597906711,0,0.10634509290106
5.04375,0,0.38476765430503,0,0.10634501785937
5.05,0,0.38459165597169,0,0.10634494037664
5.05625,0,0.38439805143966,0,0.10634486038032
5.0625,0,0.38418691029347,0,0.10634477779596
5.06875,0,0.38395830430452,0,0.1063446925471
5.075,0,0.38371230740563,0,0.10634460455528
5.08125,0,0.38355558897439,0,0.10634451373998
5.0875,0,0.38343845694806,0,0.10634442001858
5.09375,0,0.38330373860287,0,0.10634432330628
5.1,0,0.38315149495789,0,0.10634422351609
5.10625,0,0.38298178925196,0,0.10634412055878
5.1125,0,0.38279468692008,0,0.10634401434296
5.11875,0,0.38259025556954,0,0.1063439047745
5.125,0,0.38236856495567,0,0.10634379175711
5.13125,0,0.38221050337828,0,0.10634367519205
5.1375,0,0.38207228590034,0,0.10634355497804
5.14375,0,0.38191672353326,0,0.10634343101126
5.15,0,0.38174387918141,0,0.10634330318523
5.15625,0,0.38155381790551,0,0.10634317139083
5.1625,0,0.38134660689915,0,0.10634303551616
5.16875,0,0.3811223154649,0,0.10634289544657
5.175,0,0.38088101499011,0,0.10634275106453
5.18125,0,0.38073376345125,0,0.1063426022496
5.1875,0,0.38061847375036,0,0.10634244887837
5.19375,0,0.3804859857181,0,0.10634229082441
5.2,0,0.38033635830547,0,0.10634212795816
5.20625,0,0.38016965260383,0,0.10634196014693
5.2125,0,0.37998593182243,0,0.10634178725477
5.21875,0,0.37978526126572,0,0.10634160914246
5.225,0,0.37956770831021,0,0.10634142566743
5.23125,0,0.37941714865792,0,0.10634123668364
5.2375,0,0.37928124026638,0,0.1063410420416
5.24375,0,0.37912836634101,0,0.10634084158823
5.25,0,0.37895858766012,0,0.1063406351668
5.25625,0,0.37877196708212,0,0.10634042261689
5.2625,0,0.37856856952314,0,0.1063402037743
5.26875,0,0.37834846193428,0,0.10633997847094
5.275,0,0.37811171327865,0,0.10633974653483
5.28125,0,0.37797337125557,0,0.10633950778994
5.2875,0,0.37785988344847,0,0.10633926205619
5.29375,0,0.37772957114406,0,0.1063390091493
5.3,0,0.37758249132196,0,0.10633874888077
5.30625,0,0.37741870302664,0,0.10633848105777
5.3125,0,0.37723826734615,0,0.10633820548304
5.31875,0,0.37704124739042,0,0.10633792195485
5.325,0,0.37682770826928,0,0.1063376302669
5.33125,0,0.37668423849653,0,0.10633733020822
5.3374999999999,0,0.37655058135642,0,0.10633702156308
5.3437499999999,0,0.37640032431233,0,0.10633670411095
5.3499999999999,0,0.37623352611572,0,0.10633637762634
5.3562499999999,0,0.37605024752562,0,0.10633604187877
5.3624999999999,0,0.37585055128736,0,0.10633569663266
5.3687499999999,0,0.37563450211089,0,0.10633534164722
5.3749999999999,0,0.37540216664886,0,0.10633497667638
5.3812499999999,0,0.37527221524644,0,0.10633460146856
5.3874999999999,0,0.37516048962169,0,0.10633421576701
5.3937499999999,0,0.37503229989672,0,0.10633381930922
5.3999999999999,0,0.37488770117064,0,0.10633341182699
5.4062499999999,0,0.37472675053574,0,0.10633299304638
5.4124999999999,0,0.37454950705712,0,0.10633256268756
5.4187499999999,0,0.37435603175211,0,0.10633212046474
5.4249999999999,0,0.37414638756927,0,0.10633166608606
5.4312499999999,0,0.37400962303054,0,0.10633119925348
5.4374999999999,0,0.37387816094205,0,0.10633071966269
5.4437499999999,0,0.37373045154339,0,0.10633022700298
5.4499999999999,0,0.37356655165246,0,0.10632972095715
5.4562499999999,0,0.3733865200258,0,0.10632920120141
5.4624999999999,0,0.37319041733825,0,0.10632866740524
5.4687499999999,0,0.37297830616234,0,0.10632811923133
5.4749999999999,0,0.37275025094736,0,0.1063275563354
5.4812499999999,0,0.37262820664411,0,0.10632697836617
5.4874999999999,0,0.37251820424708,0,0.10632638496516
5.4937499999999,0,0.37239208538014,0,0.10632577576665
5.4999999999999,0,0.37224990334754,0,0.10632515039752
5.5062499999999,0,0.37209171337847,0,0.10632450847715
5.5124999999999,0,0.37191757260765,0,0.1063238496173
5.5187499999999,0,0.37172754005569,0,0.10632317342197
5.5249999999999,0,0.37152167660905,0,0.10632247948734
5.5312499999999,0,0.37139125790272,0,0.10632176740157
5.5374999999999,0,0.3712619362757,0,0.10632103674473
5.5437499999999,0,0.37111670754155,0,0.10632028708867
5.5499999999999,0,0.37095562667253,0,0.10631951799688
5.5562499999999,0,0.37077875051387,0,0.10631872902438
5.5624999999999,0,0.37058613776435,0,0.1063179197176
5.5687499999999,0,0.37037784895672,0,0.1063170896142
5.5749999999999,0,0.37015394643768,0,0.10631623824303
5.5812499999999,0,0.3700393582663,0,0.10631536512393
5.5874999999999,0,0.36993104092662,0,0.10631446976762
5.5937499999999,0,0.36980694260822,0,0.10631355167558
5.5999999999999,0,0.36966711490121,0,0.10631261033992
5.6062499999999,0,0.36951161125563,0,0.10631164524321
5.6124999999999,0,0.369340486963,0,0.1063106558584
5.6187499999999,0,0.36915379913749,0,0.10630964164864
5.6249999999999,0,0.36895160669691,0,0.10630860206718
5.6312499999999,0,0.36882719770509,0,0.1063075365572
5.6374999999999,0,0.36869996352963,0,0.1063064445517
5.6437499999999,0,0.36855715066395,0,0.10630532547335
5.6499999999999,0,0.36839881231746,0,0.10630417873434
5.6562499999999,0,0.36822500351,0,0.10630300373626
5.6624999999999,0,0.36803578105332,0,0.10630179986996
5.6687499999999,0,0.36783120353233,0,0.10630056651539
5.6749999999999,0,0.36761133128605,0,0.10629930304146
5.6812499999999,0,0.36750377827214,0,0.10629800880604
5.6843749999999,0,0.36745431383843,0,0.106297353917
5.6874999999999,0,0.36740097299646,0,0.10629669117487
5.6906249999999,0,0.36734376164984,0,0.10629602049722
5.6937499999999,0,0.36728268581671,0,0.10629534180095
5.6968749999999,0,0.36721775162925,0,0.10629465500222
5.6999999999999,0,0.36714896533308,0,0.10629396001646
5.7031249999999,0,0.36707633328677,0,0.10629325675827
5.7062499999999,0,0.36699986196129,0,0.10629254514175
5.7093749999999,0,0.36691955793946,0,0.10629182508013
5.7124999999999,0,0.36683542791537,0,0.1062910964859
5.7156249999999,0,0.36674747869389,0,0.10629035927078
5.7187499999999,0,0.36665571719003,0,0.10628961334577
5.7218749999999,0,0.36656015042843,0,0.10628885862109
5.7249999999999,0,0.3664607855428,0,0.1062880950062
5.7281249999999,0,0.36640120788632,0,0.1062873224098
5.7312499999999,0,0.36634621642759,0,0.10628654073982
5.7343749999999,0,0.36628739015105,0,0.1062857499034
5.7374999999999,0,0.36622473505787,0,0.10628494980693
5.7406249999999,0,0.36615825726131,0,0.10628414035598
5.7437499999999,0,0.36608796298631,0,0.10628332145534
5.7468749999999,0,0.36601385856886,0,0.10628249300903
5.7499999999999,0,0.36593595045553,0,0.10628165492024
5.7531249999999,0,0.36585424520289,0,0.10628080709137
5.7562499999999,0,0.36576874947702,0,0.10627994942402
5.7593749999999,0,0.36567947005289,0,0.10627908181895
5.7624999999999,0,0.36558641381386,0,0.10627820417612
5.7656249999999,0,0.36548958775111,0,0.10627731639468
5.7687499999999,0,0.36538899896307,0,0.10627641837294
5.7718749999999,0,0.36528465465486,0,0.10627551000836
5.7749999999999,0,0.36517656213775,0,0.10627459119759
5.7781249999999,0,0.3651254660157,0,0.10627366183644
5.7812499999999,0,0.36508044234076,0,0.10627272181984
5.7843749999999,0,0.36503161348504,0,0.10627177104191
5.7874999999999,0,0.36497898506434,0,0.1062708093959
5.7906249999999,0,0.3649225628058,0,0.10626983677418
5.7937499999999,0,0.36486235254739,0,0.10626885306829
5.7968749999999,0,0.36479836023736,0,0.10626785816887
5.7999999999999,0,0.36473059193381,0,0.10626685196569
5.8031249999999,0,0.3646590538041,0,0.10626583434767
5.8062499999999,0,0.36458375212437,0,0.10626480520281
5.8093749999999,0,0.36450469327902,0,0.10626376441823
5.8124999999999,0,0.36442188376016,0,0.10626271188017
5.8156249999999,0,0.3643353301671,0,0.10626164747397
5.8187499999999,0,0.36424503920579,0,0.10626057108405
5.8218749999999,0,0.3641510176883,0,0.10625948259393
5.8249999999999,0,0.36405327253227,0,0.10625838188623
5.8281249999999,0,0.3639989648204,0,0.10625726884263
5.8312499999999,0,0.36394472076002,0,0.10625614334392
5.8343749999999,0,0.36388671738178,0,0.10625500526993
5.8374999999999,0,0.36382496050779,0,0.10625385449957
5.8406249999999,0,0.36375945606869,0,0.10625269091082
5.8437499999999,0,0.36369021010317,0,0.10625151438071
5.8468749999999,0,0.36361722875745,0,0.10625032478534
5.8499999999999,0,0.36354051828478,0,0.10624912199984
5.8531249999999,0,0.36346008504489,0,0.1062479058984
5.8562499999999,0,0.36337593550351,0,0.10624667635423
5.8593749999999,0,0.36328807623182,0,0.10624543323959
5.8624999999999,0,0.36319651390594,0,0.10624417642577
5.8656249999999,0,0.36310125530637,0,0.10624290578309
5.8687499999999,0,0.36300230731748,0,0.10624162118088
5.8718749999999,0,0.36289967692697,0,0.10624032248748
5.8749999999999,0,0.36279337122531,0,0.10623900957027
5.8781249999999,0,0.36274892191094,0,0.1062376822956
5.8812499999999,0,0.36270444962617,0,0.10623634052885
5.8843749999999,0,0.36265624664759,0,0.10623498413439
5.8874999999999,0,0.36260431842534,0,0.10623361297557
5.8906249999999,0,0.36254867051734,0,0.10623222691474
5.8937499999999,0,0.36248930858878,0,0.10623082581323
5.8968749999999,0,0.36242623841164,0,0.10622940953135
5.8999999999999,0,0.3623594658642,0,0.10622797792839
5.9031249999999,0,0.36228899693056,0,0.10622653086258
5.9062499999999,0,0.36221483770012,0,0.10622506819115
5.9093749999999,0,0.36213699436712,0,0.10622358977027
5.9124999999999,0,0.36205547323007,0,0.10622209545507
5.9156249999999,0,0.36197028069132,0,0.10622058509962
5.9187499999999,0,0.36188142325648,0,0.10621905855696
5.9218749999999,0,0.36178890753393,0,0.10621751567905
5.9249999999999,0,0.36169322060558,0,0.10621595631679
5.9281249999999,0,0.36164340220508,0,0.10621438032001
5.9312499999999,0,0.36158989198002,0,0.10621278753748
5.9343749999999,0,0.36153269547528,0,0.10621117781687
5.9374999999999,0,0.36147181834128,0,0.10620955100479
5.9406249999999,0,0.36140726633356,0,0.10620790694674
5.9437499999999,0,0.36133904531226,0,0.10620624548716
5.9468749999999,0,0.36126716124164,0,0.10620456646937
5.9499999999999,0,0.36119162018963,0,0.10620286973558
5.9531249999999,0,0.36111242832728,0,0.10620115512693
5.9562499999999,0,0.36102959192829,0,0.10619942248342
5.9593749999999,0,0.36094311736852,0,0.10619767164395
5.9624999999999,0,0.36085301112544,0,0.10619590244629
5.9656249999999,0,0.36075927977768,0,0.1061941147271
5.9687499999999,0,0.36066193000447,0,0.10619230832191
5.9718749999999,0,0.36056096858514,0,0.10619048306511
5.9749999999999,0,0.36045847196525,0,0.10618863878996
5.9781249999999,0,0.36041820753653,0,0.10618677532858
5.9812499999999,0,0.36037427930079,0,0.10618489251193
5.9843749999999,0,0.36032669244445,0,0.10618299016984
5.9874999999999,0,0.36027545225874,0,0.10618106813097
5.9906249999999,0,0.36022056413924,0,0.10617912622284
5.9937499999999,0,0.36016203358539,0,0.10617716427179
5.9968749999999,0,0.3600998662001,0,0.10617518210299
5.9999999999999,0,0.3600340676892,0,0.10617317954046
