time,E_imag_at_port,E_imag_x100,E_imag_x20,E_imag_x60,E_real_at_port,E_real_x100,E_real_x20,E_real_x60,reflection_coefficient
0,0,0,0,0,0,0,0,0,0
1,-0.87213969896586,-0.0088409548041394,-0.87657083478873,0.87693236717367,1.4892569320373,0.015096725093761,1.4968234948107,-1.4974408438554,1.0000000000588
