time,Amp_x02,Amp_x04,Amp_x06,E_energy,E_peak,Ey_slab,Ey_source,Ey_x01,Ey_x02,Ey_x03,Ey_x05,Ey_x06,Ey_x07
8.5750000000001e-10,7.2589075100869e-14,3.81623862872e-25,9.2359807592959e-07,-0.00014337577338717,0.13799028024938,3.7689552311744e-25,-0.13013011923142,4.6280342212103e-08,-5.1328227243884e-14,-3.9625179381557e-24,1.5220542695285e-12,-6.9582275841603e-07,-0.0010402390239349
8.6000000000001e-10,1.1256620645426e-13,3.835478627843e-25,9.805585746502e-07,-0.00015054784529159,0.14125439610308,3.7506056972704e-25,-0.13084789084514,5.4229217530071e-08,-7.9596327916249e-14,-2.5973803800501e-24,4.2070335654269e-13,-7.0708135488417e-07,-0.0010442826550249
8.6250000000001e-10,1.295257440268e-13,2.5018218556302e-25,1.0409243033804e-06,-0.00015765298471539,0.14457566380557,2.3440369223834e-25,-0.13121146815963,6.3421114582928e-08,-9.1588531939586e-14,1.7761961750898e-24,-1.388008651709e-12,-7.1531775165163e-07,-0.0010441044834187
8.6500000000001e-10,1.0325203366647e-13,1.2237240241016e-25,1.1048540785243e-06,-0.00016466698487454,0.14795457724944,-1.0128150369109e-25,-0.13120376371315,7.4488672225806e-08,-7.3010213176861e-14,8.8823388718115e-24,-3.853196774013e-12,-7.2006303187298e-07,-0.0010393664524666
8.6750000000001e-10,1.9787473116876e-14,6.6083003996515e-25,1.1725160797175e-06,-0.00017156471413115,0.15139146527646,-6.6074371938627e-25,-0.13080802228542,8.7719796031927e-08,-1.399185642349e-14,1.6378407036568e-23,-6.7456838663218e-12,-7.2081175057474e-07,-0.0010297232495211
8.7000000000001e-10,1.1956402369815e-13,1.4179664408377e-24,1.2440977570764e-06,-0.00017832032206635,0.15488677360548,-1.4147160028409e-24,-0.13000820372886,1.0272207378749e-07,8.4544531942908e-14,1.96283031078e-23,-9.6246718568892e-12,-7.1703357074978e-07,-0.0010148224317945
8.7250000000001e-10,2.9057316998038e-13,2.2575425625114e-24,1.3198122434708e-06,-0.00018490722503096,0.15844082270343,-2.2435923181613e-24,-0.12878879883138,1.1819679691001e-07,2.05466258924e-13,1.2785526480525e-23,-1.1837629562236e-11,-7.08182967092e-07,-0.00099430506931662
8.7500000000001e-10,4.4346732665727e-13,2.9457015781449e-24,1.3998997322394e-06,-0.00019129818462847,0.16205400137118,-2.9133484841273e-24,-0.12713512778689,1.3192990617304e-07,3.1357875391403e-13,-8.4293215846699e-24,-1.2568128751763e-11,-6.9370407808607e-07,-0.00096780697409493
8.7750000000001e-10,5.0892393119282e-13,3.1335867946423e-24,1.4846240216815e-06,-0.00019746549890621,0.16572662406762,-3.0738347657137e-24,-0.12503325918682,1.4106295939923e-07,3.5986356285456e-13,-4.2645539526297e-23,-1.094158001514e-11,-6.7302930324132e-07,-0.00093496044208875
8.8000000000001e-10,4.1464929048657e-13,2.4011210941823e-24,1.574265979348e-06,-0.00020338100491969,0.16945901814509,-2.2956542919826e-24,-0.12247019486206,1.4263385838358e-07,2.9320132511725e-13,-7.8988998656533e-23,-6.1897945695592e-12,-6.4557214768693e-07,-0.00089539632133097
8.8250000000001e-10,1.1141339527298e-13,6.4977644148766e-25,1.6691165301842e-06,-0.00020901592985661,0.17325148959409,-1.5983618982894e-25,-0.1194339118479,1.342923846933e-07,7.8781167312539e-14,-9.6084125030871e-23,2.1375324657308e-12,-6.1071654021182e-07,-0.00084874616973626
8.8500000000001e-10,3.9671363776041e-13,3.6052314234466e-24,1.7694716798806e-06,-0.00021434110697047,0.17710430425888,3.5936147381332e-24,-0.11591341910943,1.1502390081779e-07,-2.8051890344957e-13,-6.6846800232913e-23,1.3941457354809e-11,-5.6780588241246e-07,-0.00079464429326377
8.8750000000001e-10,1.0272299905161e-12,8.8766309994965e-24,1.8756311511355e-06,-0.000219327245951,0.18101775300486,8.8677585434783e-24,-0.11189892638796,8.5680056226612e-08,-7.2636129213213e-13,2.9265463955833e-23,2.8364432186479e-11,-5.1613512869349e-07,-0.00073272954717774
8.9000000000001e-10,1.6109135947662e-12,1.5063263610955e-23,1.9879008323553e-06,-0.00022394480736797,0.18499204405986,1.4993465737921e-23,-0.1073817747047,4.9134483409179e-08,-1.1390879267648e-12,1.8816690691075e-22,4.3655957438037e-11,-4.5494825850834e-07,-0.00066264690859178
8.9250000000001e-10,1.911310519498e-12,2.074309590569e-23,2.1065979390376e-06,-0.00022816409742104,0.1890274435161,2.0555875610471e-23,-0.10235471931407,9.9568719717436e-09,-1.3515006292902e-12,3.6368785397715e-22,5.7169788834089e-11,-3.8344189361517e-07,-0.00058404894640192
8.9500000000001e-10,1.677778800096e-12,2.3714119899538e-23,2.2320570158363e-06,-0.00023195543687634,0.19312410824903,2.3346679367512e-23,-0.096811751774741,-2.6383541097343e-08,-1.1863687668789e-12,4.6187553857549e-22,6.5541812056636e-11,-3.0077404557997e-07,-0.00049659738684942
8.9750000000001e-10,7.2835955755607e-13,2.1181053143539e-23,2.3646348843515e-06,-0.00023528933610729,0.19728226833354,2.0540434375228e-23,-0.090748469058772,-5.4642688530573e-08,-5.1502798228993e-13,3.5970242999327e-22,6.5077187740575e-11,-2.0607560615882e-07,-0.00039996497677935
