time,Amp_x02,Amp_x04,Amp_x06,E_energy,E_peak,Ey_slab,Ey_source,Ey_x01,Ey_x02,Ey_x03,Ey_x05,Ey_x06,Ey_x07
6.225e-10,6.1991772561769e-28,5.9390361341578e-43,2.4323703151744e-11,-5.5492011703083e-07,0.0082715592015265,-5.191050284449e-43,0.0048281180486631,-2.287212143243e-15,-4.3834802756201e-28,3.2451152734263e-41,-1.7181131001441e-27,2.2681451158431e-11,1.0616253738732e-05
6.25e-10,1.1862151057549e-27,4.2461329731472e-42,1.6451227998251e-11,-1.6119287601602e-07,0.0085779769041205,4.242751557645e-42,0.0053286064325672,-2.8754009917727e-15,-8.3878074522518e-28,4.8593107100607e-41,-7.4219290818081e-28,1.3469233918291e-11,1.1651854821923e-05
6.275e-10,7.9991996505801e-28,1.4935947044158e-41,1.0334784145038e-11,2.6380813693542e-07,0.008894498085622,1.486229384655e-41,0.0058464796638883,-1.619624383488e-15,-5.6562883169902e-28,-6.3610264163443e-42,2.9779522210171e-27,-5.5257851562418e-12,1.2740980231712e-05
6.3e-10,1.4213799795433e-27,3.2233248958862e-41,3.8172849760953e-11,7.2081287607027e-07,0.0092214389617058,3.198052995771e-41,0.0063810401654855,2.3229967505419e-15,1.0050674221779e-27,-1.5728588764748e-40,1.1401613756809e-26,-3.7734585995107e-11,1.3883496577044e-05
6.325e-10,4.9600261804743e-27,5.0803253281359e-41,8.6489454271265e-11,1.2104461157758e-06,0.0095590465980752,5.0229471002395e-41,0.0069313485377692,8.476968700473e-15,3.5072681470762e-27,-2.8178988084289e-40,2.5924987395503e-26,-8.6487801349351e-11,1.5078968029491e-05
6.35e-10,6.6282653626235e-27,5.2688095836958e-41,1.5479954131634e-10,1.7332832323987e-06,0.0099076677321678,5.1637230164055e-41,0.0074964874796781,1.4220496435496e-14,4.686891385415e-27,-8.1136305777397e-41,4.5062767434834e-26,-1.5437892767144e-10,1.6326623850613e-05
6.375e-10,1.2692926671618e-27,7.9707844133458e-42,2.4401993263614e-10,2.2897770582953e-06,0.010267545927217,-6.7661991108517e-43,0.0080752517166807,1.4824155995702e-14,8.975254522605e-28,6.607847398307e-40,6.0462859804931e-26,-2.4239621999354e-10,1.7625321441151e-05
6.4e-10,1.388042637542e-26,1.6149769007046e-40,3.5266828580272e-10,2.8803365752724e-06,0.010639054576363,-1.6127858808441e-40,0.0086664781703442,5.0211239598935e-15,-9.8149436158199e-27,1.5187657857597e-39,5.1756671205001e-26,-3.4885019497899e-10,1.8973506524969e-05
6.425e-10,3.2136564037331e-26,4.8295520611404e-40,4.7548510995223e-10,3.5052112706601e-06,0.011022440559077,-4.8040961936223e-40,0.0092686907444934,-1.7768015581613e-14,-2.2723982354833e-26,1.0872625675923e-39,-1.7416962575471e-26,-4.681707404694e-10,2.0369172617696e-05
6.45e-10,3.3325326649558e-26,9.5205050661184e-40,6.0220779726536e-10,4.164573057318e-06,0.011418095499524,-9.4413315777087e-40,0.009880453888941,-4.9439227264616e-14,-2.3564564459159e-26,-2.1534131432321e-39,-1.9693425111415e-25,-5.8970218535618e-10,2.1809821756984e-05
6.475e-10,8.1626004226721e-27,1.3828266653335e-39,7.1657657584385e-10,4.8584431885613e-06,0.011826278329143,-1.3658036654215e-39,0.01050001817988,-7.6459981273722e-14,5.7718301109876e-27,-7.2993594197741e-39,-5.3252343439099e-25,-6.9667911252404e-10,2.3292427678415e-05
6.5e-10,9.7903705247001e-26,1.2765425902679e-39,7.9584895743648e-10,5.5867611691768e-06,0.012247387919031,-1.245899135431e-39,0.011125651725558,-7.7046708439743e-14,6.9228373883443e-26,-8.502034256263e-39,-1.0221441477246e-24,-7.6561004026902e-10,2.4813401532677e-05
6.525e-10,1.8802748657798e-25,3.7224184057978e-40,8.1130497686327e-10,6.3492848685131e-06,0.012681705554062,3.2201551439885e-40,0.011755332420074,-2.8386032177982e-14,1.3295551080875e-25,3.1730188831342e-39,-1.5387686242218e-24,-7.6631817047466e-10,2.6368559157076e-05
6.55e-10,1.6646141304003e-25,4.5356464911871e-39,7.3106425245043e-10,7.1456559105661e-06,0.013129626899698,4.5284141051106e-39,0.012387014320618,8.0159419855669e-14,1.177059939665e-25,2.9606392540798e-38,-1.7257009155053e-24,-6.6287574852711e-10,2.7953088155288e-05
6.575e-10,9.0373495300064e-26,1.2309793168666e-38,5.330793723443e-10,7.9753385079229e-06,0.013591466329882,1.2243007851181e-38,0.013018406077664,2.314748596101e-13,-6.3903711366206e-26,5.0897818304572e-38,-9.00605442481e-25,-4.1561092898759e-10,2.9561512930532e-05
6.6e-10,5.8556428011267e-25,2.2847702699702e-38,3.3175267962964e-10,8.8376557527696e-06,0.014067608417996,2.265070855345e-38,0.013647137509048,3.7010697530084e-13,-4.1405647328829e-25,2.2930230263142e-38,1.9474309886196e-24,1.5741823528463e-11,3.1187656408948e-05
6.625e-10,1.0462876842368e-24,3.1476506190669e-38,7.2694471178147e-10,9.7317502720685e-06,0.014558409137508,3.1065733665994e-38,0.014270652521171,4.059941566747e-13,-7.398371165958e-25,-8.9735694906682e-38,7.925717551266e-24,6.6783218392984e-10,3.2824598225879e-05
6.65e-10,8.9245440655626e-25,2.7217439121341e-38,1.579640008844e-09,1.0656583096492e-05,0.015064237057205,2.6481155066417e-38,0.014886254194287,2.3991168454028e-13,-6.3106056277575e-25,-2.4338353882151e-37,1.7588437385733e-23,1.5686999605034e-09,3.4464630338888e-05
6.675e-10,4.8916939543807e-25,1.0304547835536e-38,2.7324925917415e-09,1.1610937676183e-05,0.015585493173754,-9.4530560385766e-39,0.015491126079248,-1.8900871426648e-13,3.4589499666318e-25,-2.5978115141849e-37,2.9717681016745e-23,2.7324731832551e-09,3.609921207035e-05
6.7e-10,3.1071433145992e-24,9.8980378963901e-38,4.1622354570611e-09,1.2593401092002e-05,0.016122528484079,-9.8832598267281e-38,0.016082250291686,-8.4468659581893e-13,2.1970821078715e-24,1.0623030308944e-37,3.9559529406493e-23,4.1544155273368e-09,3.7718927087683e-05
6.725e-10,5.6269799902267e-24,2.5629002361832e-37,5.8406712405839e-09,1.3602383899239e-05,0.016675786635314,-2.5492071121178e-37,0.016656554987197,-1.5476956131829e-12,3.9788757086903e-24,8.9498179660269e-37,3.6942715709128e-23,5.8071014789021e-09,3.9313444584765e-05
6.75e-10,5.1956315281028e-24,4.6084100746993e-37,7.7191662214384e-09,1.4636051653783e-05,0.017245604086587,-4.5684489311868e-37,0.01721071672247,-1.971846029219e-12,3.6738662860681e-24,1.5694736220541e-36,5.3726841269057e-24,7.6385213314723e-09,4.0871486033096e-05
6.775e-10,1.3516109556737e-24,6.2067624606515e-37,9.7272203755603e-09,1.569239519581e-05,0.017832460480072,-6.1241573411849e-37,0.017741415774387,-1.7110845181888e-12,-9.5573327228287e-25,9.4190960734867e-37,-7.5966734750836e-23,9.5728143393769e-09,4.2380797561225e-05
6.8e-10,1.4583397571753e-23,5.3548855280195e-37,1.1775892309022e-08,1.6769151408568e-05,0.018436686094399,-5.2071850180385e-37,0.018245049006646,-4.2559026825858e-13,-1.0312019315726e-23,-2.0608347737169e-36,-2.2467070277551e-22,1.151408331265e-08,4.3828126576494e-05
6.825e-10,2.8895394001432e-23,1.617845159039e-37,1.3764896037253e-08,1.786387472232e-05,0.019058787161135,1.3624672042605e-37,0.018718060676868,1.9564664575019e-12,-2.043212904347e-23,-6.680597173794e-36,-4.3945308982535e-22,1.3353366974781e-08,4.5199200105148e-05
6.85e-10,3.1062226499612e-23,1.7247509477544e-36,1.5592747131107e-08,1.8973847073649e-05,0.019699099846069,1.7229355876452e-36,0.019156603462187,5.0433765132488e-12,-2.1964310996628e-23,-8.7228093589824e-36,-6.7552587129316e-22,1.4978374107289e-08,4.6478702009368e-05
6.875e-10,4.6393114217942e-24,4.4606079053185e-36,1.7169020588847e-08,2.0096165316761e-05,0.020358145671387,4.4384211240928e-36,0.019556902620569,7.8822105423258e-12,-3.2804885663869e-24,-1.4482848029012e-36,-8.1460960400328e-22,1.6285078888624e-08,4.7650246961448e-05
6.9e-10,5.7705555407159e-23,7.9853764199665e-36,1.8427337772659e-08,2.1227655883759e-05,0.021036279435405,7.9182757928021e-36,0.019914909745575,9.0545833608937e-12,4.0803989540538e-23,1.8768921515578e-35,-6.4093445232404e-22,1.7189823041126e-08,4.8696350687355e-05
6.925e-10,1.3710644154743e-22,1.0820428874049e-35,1.9337290904922e-08,2.2364948144366e-05,0.021734025706835,1.0679883421595e-35,0.020226654234723,7.0257771737806e-12,9.6948894562547e-23,4.3056527639224e-35,1.5489261537936e-22,1.7640258909599e-08,4.9598398302069e-05
6.95e-10,1.7750035266094e-22,9.8487497691298e-36,1.9913189019843e-08,2.3504384984111e-05,0.022451768631461,9.5977565596442e-36,0.020487935742235,7.2914694759972e-13,1.2551170302956e-22,4.4321298360485e-35,1.9118927475603e-21,1.7623381711433e-08,5.0336615022364e-05
6.975e-10,9.7115792553259e-23,1.7631250153071e-36,2.0217277834151e-08,2.4642103996988e-05,0.023190024853692,-1.674333741101e-37,0.020694619001006,-9.7386573543567e-12,6.8671235474716e-23,-1.2295663483366e-35,4.838211339985e-21,1.7169095712494e-08,5.089004537953e-05
7e-10,1.6466527013011e-22,2.4114766701566e-35,2.0355043560821e-08,2.577397115434e-05,0.023949215520929,-2.4106242078782e-35,0.020842406310859,-2.2539467075057e-11,-1.1643592913492e-22,-1.3451011257857e-34,8.7294670443352e-21,1.6348251812375e-08,5.1236547618308e-05
7.025e-10,5.7045566826684e-22,6.5644237286713e-35,2.0460828558432e-08,2.6895628131459e-05,0.024729842432892,-6.5363950088868e-35,0.020927039314358,-3.3917591007434e-11,-4.0337307139779e-22,-2.5552041302646e-34,1.2580463773079e-20,1.5264842696515e-08,5.1352808664272e-05
7.05e-10,9.1480984442198e-22,1.2022253061343e-34,2.0674321145217e-08,2.8002473723074e-05,0.025532367875687,-1.1928633967881e-34,0.020944182619927,-3.8681228953519e-11,-6.4686824448699e-22,-2.1755426820112e-34,1.4180612422662e-20,1.4042950125424e-08,5.121438161637e-05
7.075e-10,8.2810443593715e-22,1.6801972759193e-34,2.1113243910536e-08,2.9089689372772e-05,0.026357277175076,-1.659815483326e-34,0.020889508130572,-3.1455860584747e-11,-5.8555826218182e-22,1.523637564154e-34,9.8954754492498e-21,1.2809964552693e-08,5.0795742761184e-05
7.1e-10,7.5567065055604e-23,1.6701187954552e-34,2.1852389165191e-08,3.0152224759507e-05,0.027205073611845,-1.6333867141144e-34,0.020758706491618,-8.5835301810957e-12,5.3433984135183e-23,8.4737659066057e-34,-5.0352041242475e-21,1.1678372028603e-08,5.0070359734212e-05
7.125e-10,1.8887040328201e-21,5.5878784599868e-35,2.2918068854959e-08,3.1184770767957e-05,0.028076229110499,-4.5792885339317e-35,0.020547444802481,2.9746608221998e-11,1.3355154292615e-21,1.4495302473737e-33,-3.5259244060321e-20,1.0728863504319e-08,4.901075812679e-05
7.15e-10,4.036934343999e-21,2.6294492219408e-34,2.4297912453936e-08,3.2181824315148e-05,0.028971282994973,2.6291645695144e-34,0.020251506267938,7.7799616104501e-11,2.8545436498466e-21,1.0940755126517e-33,-8.2736544563114e-20,9.9975417572861e-09,4.7588572332197e-05
7.175e-10,5.0840867962864e-21,8.1606825673152e-34,2.5956880743738e-08,3.313766266838e-05,0.02989070002126,8.1347549119378e-34,0.019866628792357,1.2379629830644e-10,3.5949922497951e-21,-1.0785910884916e-33,-1.426891010742e-19,9.4695252358019e-09,4.5774569240097e-05
7.2e-10,3.0424869443185e-21,1.5757179668091e-33,2.7850326389373e-08,3.4046384832563e-05,0.030835046690349,1.5649820112354e-33,0.019388757031538,1.5125912253053e-10,2.1513631499992e-21,-4.8967941910654e-33,-1.9854236169429e-19,9.0803108614041e-09,4.3538641111129e-05
7.225e-10,3.5796920988438e-21,2.3194050933411e-33,2.9931756457575e-08,3.4901836137873e-05,0.031804788795383,2.2942320085662e-33,0.018813785144762,1.424600297721e-10,-2.5312245576523e-21,-8.0270559382774e-33,-2.173210667846e-19,8.7249895772273e-09,4.0849775760879e-05
7.25e-10,1.4121802758338e-20,2.5538404415193e-33,3.2158336818053e-08,3.5697717684843e-05,0.032800509605326,2.5070893889703e-33,0.018137891236594,8.362500274104e-11,-9.9856224929997e-21,-5.9061886777788e-33,-1.4826115339971e-19,8.2740204251361e-09,3.7676025571108e-05
7.275e-10,2.4215779938835e-20,1.5006319313256e-33,3.4497270507556e-08,3.6427531509748e-05,0.033822684998239,1.4098231033018e-33,0.017357220117337,-2.913541709305e-11,-1.7123142206472e-20,5.8717398331323e-33,7.133221863244e-20,7.5930192727328e-09,3.3984508152948e-05
7.3e-10,2.5607411722936e-20,1.9860294834432e-33,3.6932949547963e-08,3.7084678614489e-05,0.034871905413123,-1.9693434054394e-33,0.016468259547248,-1.8477130510315e-10,-1.8107174477924e-20,2.6373612576666e-32,4.9835087878147e-19,6.5631633793305e-09,2.9741476520707e-05
7.325e-10,8.738356651511e-21,8.4167354241832e-33,3.9471806436557e-08,3.7662375485781e-05,0.035948664879167,-8.4027523170333e-33,0.01546750656964,-3.5495730942372e-10,-6.1789512447101e-21,4.3685085695417e-32,1.1506493763379e-18,5.0985533204009e-09,2.491249172025e-05
7.35e-10,3.133684555701e-20,1.785175113836e-32,4.2141313965873e-08,3.8153737896367e-05,0.037053553654501,-1.7754219227335e-32,0.014351839476791,-4.9606450290174e-10,2.2158495994357e-20,3.4432084778947e-32,1.9583671442091e-18,3.1573058777591e-09,1.9462714315677e-05
7.375e-10,8.7047130477621e-20,2.8233662008842e-32,4.4981870495643e-08,3.8551721923446e-05,0.038187089171633,-2.797202842305e-32,0.01311821335691,-5.562263884422e-10,6.1551616243556e-20,-2.4812737535748e-32,2.7070623817457e-18,7.4423696028422e-10,1.3357304433888e-05
7.4e-10,1.3235820858192e-19,3.4547885228483e-32,4.8034029464652e-08,3.8849249553013e-05,0.039349857236361,-3.4031483818469e-32,0.011763982345955,-4.8703458199878e-10,9.3591386833978e-20,-1.3228377915166e-31,2.9906417006771e-18,-2.0954453020801e-09,6.561888220753e-06
7.425e-10,1.2472556096216e-19,2.8301984134012e-32,5.1326394174913e-08,3.9039152793107e-05,0.040542399986849,-2.7384886248992e-32,0.010286666449267,-2.579587349381e-10,8.8194289943643e-20,-2.3229539328363e-31,2.2047668355572e-18,-5.2902715697307e-09,-9.5698038476014e-07
7.45e-10,2.041508266387e-20,6.4695143182254e-33,5.4869484834936e-08,3.9114229910777e-05,0.04176529791448,3.1875531127585e-33,0.0086841852850731,1.2967693661083e-10,1.4435643390106e-20,-2.0903781519184e-31,-3.7775627598431e-19,-8.7617214246722e-09,-9.2314503027224e-06
7.475e-10,1.9597417259097e-19,6.8240361213541e-32,5.8657836995059e-08,3.9067261224514e-05,0.043019115321005,6.8234009762649e-32,0.0069547292580422,6.330178571469e-10,-1.385746663765e-19,6.4398443260793e-32,-5.4055834551814e-18,-1.2444693279067e-08,-1.8292180197429e-05
7.5e-10,4.7594981461686e-19,1.7153284771456e-31,6.2678560280202e-08,3.8891033991253e-05,0.044304429714316,1.7090068856974e-31,0.0050968775997281,1.1659684178845e-09,-3.3654734142006e-19,6.0804835401161e-31,-1.3091679487373e-17,-1.6305096104163e-08,-2.8168376405237e-05
7.525e-10,6.845125833819e-19,2.9904571225766e-31,6.692212678743e-08,3.8578335567027e-05,0.045621822042252,2.9682853258942e-31,0.003109593501152,1.6079094565119e-09,-4.8402348951686e-19,1.1884796055966e-30,-2.2710351404427e-17,-2.0350963341208e-08,-3.8888064346985e-05
7.55e-10,6.1639190827912e-19,4.0743553390445e-31,7.1391261897637e-08,3.8122022720377e-05,0.046971871378643,4.0256033901112e-31,0.00099221405615685,1.8232193765647e-09,-4.3585489821268e-19,1.2579640317406e-30,-3.2028835287698e-17,-2.4634803539918e-08,-5.0478529075425e-05
7.575e-10,7.2473450182592e-20,4.1597998404003e-31,7.61055785666e-08,3.7515080502384e-05,0.048355168407869,4.0716624989298e-31,-0.0012554273397774,1.689374660145e-09,-5.1246468080096e-20,1.3702239665428e-31,-3.6851899187665e-17,-2.9246735668244e-08,-6.2966794424906e-05
7.6e-10,1.00422894679e-18,2.1339878217604e-31,8.1101487447845e-08,3.6750578846895e-05,0.049772299364862,1.9504959581682e-31,-0.0036331352945147,1.1288566423332e-09,7.1009709813904e-19,-2.4649834165963e-30,-3.0966703593232e-17,-3.4299925091493e-08,-7.6379962782526e-05
7.625e-10,2.3724708869716e-18,3.6226625279002e-31,8.642801220669e-08,3.5821743664441e-05,0.051223858101463,-3.5970796210232e-31,-0.0061401159710948,1.3822686712669e-10,1.6775902523453e-18,-5.7193419258565e-30,-6.8593256587749e-18,-3.9911507186748e-08,-9.0745226162155e-05
7.65e-10,3.3997971440122e-18,1.3396317792529e-30,9.2139521723788e-08,3.4721952708228e-05,0.052710442370074,-1.3376927358113e-30,-0.0087752156726137,-1.1928909062975e-09,2.4040196151897e-18,-7.2072642033298e-30,4.242014132226e-17,-4.618317732807e-08,-0.00010608939512343
7.675e-10,3.1413202931251e-18,2.697865919447e-30,9.8286684441572e-08,3.3444859408973e-05,0.054234134280634,-2.6837027851002e-30,-0.011536598449949,-2.6792316222014e-09,2.2212488811477e-18,-3.4434352214568e-30,1.2000626123509e-16,-5.318569703036e-08,-0.00012243787490976
7.7e-10,6.7639384773488e-19,4.1304388770045e-30,1.0490756216124e-07,3.1984312206313e-05,0.055794485809693,-4.0923947850096e-30,-0.014422055845138,-4.0574783655646e-09,4.782826764862e-19,8.0112487435256e-30,2.2068866347775e-16,-6.0950678554542e-08,-0.00013981313541601
7.725e-10,4.302764512507e-18,4.9791489169745e-30,1.1202140656815e-07,3.0334480900974e-05,0.05739177189717,-4.9041525214557e-30,-0.017428637872418,-5.0239928158288e-09,-3.0425139646425e-18,2.5091249759188e-29,3.2579381286184e-16,-6.9471347920819e-08,-0.00015823284952185
7.75e-10,1.0813568300915e-17,4.2066114982895e-30,1.1962764692479e-07,2.8489800365508e-05,0.059026619899715,-4.0742415306321e-30,-0.02055299152857,-5.2882780165047e-09,-7.6463474744012e-18,3.8163525179622e-29,3.9894770563805e-16,-7.8711919944893e-08,-0.00017770798233439
7.775e-10,1.615546696786e-17,9.5204684410785e-31,1.2771127564934e-07,2.6445104930509e-05,0.060699618742644,-3.0410603351004e-31,-0.023790990611833,-4.633666185081e-09,-1.1423640246209e-17,3.0584736009375e-29,3.8502581815006e-16,-8.8623225364298e-08,-0.00019824117165106
7.8e-10,1.6175186067545e-17,7.5710333932423e-30,1.3625368492926e-07,2.4195590659862e-05,0.062411403580083,7.5694640560308e-30,-0.027138057404897,-2.9738292600816e-09,-1.1437583755315e-17,-1.3771595424619e-29,2.1522147651142e-16,-9.9160780818491e-08,-0.00021982572491051
7.825e-10,6.5886398948274e-18,1.9917856265615e-29,1.4524596647077e-07,2.1736928010553e-05,0.064162563489476,1.9864964385114e-29,-0.030588837570076,-3.928072341568e-10,-4.6588719484287e-18,-9.539506696997e-29,-1.7881258218629e-16,-1.1030093974162e-07,-0.00024244546351174
7.85e-10,1.4622556460698e-17,3.5287628528503e-29,1.5470069972716e-07,1.9065233503194e-05,0.065953734113325,3.505969781459e-29,-0.034137462013531,2.8421799467479e-09,1.0339708831643e-17,-1.8187275638199e-28,-8.3982650560085e-16,-1.2205124959273e-07,-0.00026607548488433
7.875e-10,4.4323944184944e-17,4.9243096253913e-29,1.6465866677222e-07,1.6177126399336e-05,0.06778551018814,4.8708870945555e-29,-0.037777307639232,6.3017934310268e-09,3.1341761502108e-17,-2.0141766935648e-28,-1.7494046092191e-15,-1.3445256092941e-07,-0.00029068371688766
7.9e-10,7.2130040738345e-17,5.3706257760003e-29,1.7518845602211e-07,1.3069766662837e-05,0.069658519146164,5.2714785643949e-29,-0.041501164598362,9.4500697465667e-09,5.1003640933346e-17,-6.4008814700663e-29,-2.7866419798857e-15,-1.4757244832978e-07,-0.00031623295109231
7.925e-10,8.0840425301224e-17,3.7429459464255e-29,1.8637895211073e-07,9.7409171473881e-06,0.071573367307152,3.5622769930467e-29,-0.04530111305268,1.1727790993751e-08,5.71628129245e-17,2.7967255022634e-28,-3.6911894341095e-15,-1.6149162123379e-07,-0.00034268290708968
7.95e-10,5.0978409706258e-17,1.7449401280473e-29,1.9832666626895e-07,6.1889225488452e-06,0.07353066561359,-1.5230470287497e-29,-0.049168573680382,1.2650421698487e-08,3.6047179197401e-17,7.5321769341057e-28,-4.0466208707037e-15,-1.7628670019254e-07,-0.00036999183578635
7.975e-10,3.0154171210574e-17,1.0899538654343e-28,2.1112129386698e-07,2.4128002094297e-06,0.075531036627197,-1.0898689872943e-28,-0.053094316131706,1.1902466259915e-08,-2.1322218944057e-17,1.0888286271242e-27,-3.3045602855522e-15,-1.920135845125e-07,-0.00039811723230883
8e-10,1.5665221671781e-16,2.4458574361577e-28,2.2483347512699e-07,-1.5877076086107e-06,0.07757506866149,-2.4374326645324e-28,-0.057068386193279,9.4085739082632e-09,-1.1076984472907e-16,8.555847486324e-28,-8.707022985327e-16,-2.0869542335658e-07,-0.00042701539058524
8.025e-10,2.9383216284665e-16,4.0002482157604e-28,2.3950828467023e-07,-5.8121384070806e-06,0.079663402404178,-3.9709572820947e-28,-0.061080244853512,5.3643815405858e-09,-2.0777071487958e-16,-3.4774034329113e-28,3.7320142904275e-15,-2.2631797532145e-07,-0.00045663976004367
8.05e-10,3.7623557545212e-16,5.2363587133305e-28,2.5516649640646e-07,-1.0259253295072e-05,0.081796600859325,-5.1725495735846e-28,-0.065118581838392,2.1698181502524e-10,-2.6603872672582e-16,-2.5302049074919e-27,1.0622688743499e-14,-2.4483321238193e-07,-0.0004869383095588
8.075e-10,3.204203949141e-16,5.3069231884135e-28,2.7181349080226e-07,-1.4927093748557e-05,0.083975320666903,-5.1920054966512e-28,-0.069171568149555,-5.4049499273986e-09,-2.2657143407423e-16,-4.9043473514239e-27,1.9268700735529e-14,-2.6416988760533e-07,-0.00051785030762955
8.1e-10,5.5859186120167e-17,3.143547770467e-28,2.8945342019346e-07,-1.9812833807632e-05,0.086200100601866,-2.9205422761516e-28,-0.073226581414976,-1.0799917392194e-08,-3.9498409297132e-17,-5.7254544765184e-27,2.8196775753567e-14,-2.8424799527612e-07,-0.00054930304276873
8.1250000000001e-10,4.298440078008e-16,2.8640300168631e-28,3.0810464639472e-07,-2.4912791881906e-05,0.088471606515986,2.7565723329789e-28,-0.077270541052066,-1.5319762638989e-08,3.0394561276835e-16,-2.7407513011575e-27,3.4803299236202e-14,-3.0499307370048e-07,-0.00058120900675506
8.1500000000001e-10,1.0449260657813e-15,1.2485210764822e-27,3.2781204297089e-07,-3.0222315175545e-05,0.090790357766517,1.2481481301746e-27,-0.081289582994702,-1.8485824370992e-08,7.3887430695254e-16,5.516763215192e-27,3.5388549599892e-14,-3.2634639130235e-07,-0.0006134639468184
8.1750000000001e-10,1.5692153284933e-15,2.5827253171213e-27,3.4865265277774e-07,-3.5735927032613e-05,0.093157019051871,2.5728766817303e-27,-0.08526943649635,-2.0068027371222e-08,1.1096027999195e-15,1.7793863576652e-26,2.5550110683052e-14,-3.4826819124e-07,-0.00064594599139066
8.2000000000001e-10,1.6777968405894e-15,4.0317137539908e-27,3.7073313376272e-07,-4.144722494577e-05,0.095572098314875,4.000340334919e-27,-0.089195092876412,-2.0107149976126e-08,1.1863815234341e-15,2.8436619034309e-26,1.0464209128817e-15,-3.7073304557634e-07,-0.00067851581803601
8.2250000000001e-10,1.0316393540657e-15,5.0838879610187e-27,3.9417983159261e-07,-4.7348832127763e-05,0.098036246747255,5.017803255405e-27,-0.09305117820956,-1.8873732393561e-08,7.2947918299876e-16,2.7502985772873e-26,-4.0831327014445e-14,-3.9371848437898e-07,-0.00071101762008207
8.2500000000001e-10,5.6645103105338e-16,4.953931155657e-27,4.191244787011e-07,-5.343228394547e-05,0.10054997051554,4.8363462039186e-27,-0.096821662080715,-1.6773281507575e-08,-4.0054136526796e-16,4.2747502264921e-27,-9.9468655189854e-14,-4.1718984962157e-07,-0.00074328049217409
8.2750000000001e-10,2.9846115882863e-15,2.7188226624198e-27,4.4568979584458e-07,-5.9688139965452e-05,0.10311389457448,2.481193978479e-27,-0.10049018156478,-1.4222377382246e-08,-2.1104390932852e-15,-4.5308373719684e-26,-1.6898556080206e-13,-4.4108529687368e-07,-0.00077511982444907
8.3000000000001e-10,5.6131614037386e-15,3.0539507229834e-27,4.7397927510196e-07,-6.6105988117692e-05,0.10572853218876,-2.9660100576651e-27,-0.10403983163891,-1.1529528568706e-08,-3.9691044924782e-15,-1.0923058817318e-25,-2.3661210709181e-13,-4.6530476719319e-07,-0.00080633837125642
8.3250000000001e-10,7.3480140282536e-15,1.1949827740758e-26,5.040741427787e-07,-7.2674443681373e-05,0.10839447063319,-1.1946335596449e-26,-0.10745340309763,-8.8147733176285e-09,-5.195830547632e-15,-1.5318482376912e-25,-2.8203486133076e-13,-4.8970560807257e-07,-0.00083672681585084
8.3500000000001e-10,6.7943897005876e-15,2.3937487438556e-26,5.3603832625085e-07,-7.9380990975012e-05,0.11111223633961,-2.3847702560423e-26,-0.11071328662289,-5.9920018609664e-09,-4.8043590313095e-15,-1.2510103280857e-25,-2.7846816790599e-13,-5.1410565316898e-07,-0.00086606383940831
8.3750000000001e-10,2.7294686015744e-15,3.6662886736268e-26,5.6992985256058e-07,-8.6212069096054e-05,0.11388237066511,-3.6378140077792e-26,-0.11380159917352,-2.8197122437069e-09,-1.930025757209e-15,2.308582769831e-26,-1.9614889325634e-13,-5.3829249434499e-07,-0.00089411586687833
8.4000000000001e-10,5.2329419310124e-15,4.5692867098756e-26,6.058152258023e-07,-9.315308829871e-05,0.11670541512321,-4.5094766971834e-26,-0.11670021971829,9.957873754498e-10,3.7002487249743e-15,2.9660037071412e-25,-8.6730075174172e-15,-5.6203597315136e-07,-0.00092063675866435
8.4250000000001e-10,1.5956853858829e-14,4.4459307039679e-26,6.4378253066093e-07,-0.00010018839757192,0.11958186149132,-4.3396380792794e-26,-0.11939079377296,5.6792715957336e-09,1.1283199569981e-14,6.145190806418e-25,2.9795410627986e-13,-5.8510005622918e-07,-0.00094536772206151
8.4500000000001e-10,2.6371865868431e-14,2.5449553714452e-26,6.8394951379424e-07,-0.0001073013482858,0.12251226352806,-2.3347545312044e-26,-0.12185490256925,1.1291038470504e-08,1.864772518811e-14,7.8893177472928e-25,7.1448302837037e-13,-6.0725047747394e-07,-0.00096803763298095
8.4750000000001e-10,3.1674245610464e-14,2.3427727812551e-26,7.2646452508571e-07,-0.00011447422735088,0.12549706499442,2.2333310610597e-26,-0.12407395179144,1.7695349771052e-08,2.2397073860127e-14,5.6134364844989e-25,1.1976999326155e-12,-6.282557630827e-07,-0.00098836381687361
8.5000000000001e-10,2.6403348537184e-14,9.6985151011188e-26,7.7150043672309e-07,-0.0001216883174321,0.12853682435279,9.6977788620721e-26,-0.12602945912787,2.4612140208582e-08,1.8669986796675e-14,-2.7863171522856e-25,1.6626804950802e-12,-6.4788115191416e-07,-0.0010060531854783
8.5250000000001e-10,6.4213340337687e-15,1.9623959697686e-25,8.1924379423417e-07,-0.00012892387344791,0.1316319431081,1.9560340385404e-25,-0.12770284867782,3.1742365161583e-08,4.5405688395418e-15,-1.7026897941833e-24,1.981572972967e-12,-6.6587694293913e-07,-0.0010208035118821
8.5500000000001e-10,2.8547956259533e-14,3.0248893277191e-25,8.6988282017317e-07,-0.00013616024616259,0.13478297249698,3.0030094389762e-25,-0.12907582729896,3.8927214637011e-08,-2.0186453460133e-14,-3.2503245233566e-24,1.9925817537306e-12,-6.8196436818782e-07,-0.0010323045846578
