time,avg_stress_xx,disp_x_left,disp_x_mid,disp_x_right
0.006,-124469.83409159,-2.2039230640993e-09,-9.8463577754063e-05,-1.7783609183634e-05
0.00602,-108758.19211115,-3.1432860853912e-06,-9.8041743862411e-05,-1.8680170807709e-05
0.00604,-96345.287614017,-6.2812661893389e-06,-9.7430614823478e-05,-2.0044878378427e-05
0.00606,-86054.715546134,-9.4130474129152e-06,-9.6473047714201e-05,-2.1706578019188e-05
0.00608,-73893.123724906,-1.2535539051704e-05,-9.5380795739644e-05,-2.3091699842485e-05
0.0061,-57518.543137331,-1.5645659569029e-05,-9.4252118308511e-05,-2.3862594520947e-05
0.00612,-36880.342597136,-1.8740339637076e-05,-9.3172719461797e-05,-2.4008959819582e-05
0.00614,-10716.387518988,-2.181652516596e-05,-9.2137004028312e-05,-2.3347437436565e-05
0.00616,19961.298542313,-2.4871180317761e-05,-9.0840895116341e-05,-2.2019566360205e-05
0.00618,51141.838747885,-2.7901290502539e-05,-8.9198588342856e-05,-2.0595313767719e-05
0.0062,80768.016435542,-3.0903865353386e-05,-8.75851850801e-05,-1.9365577234819e-05
0.00622,107126.91061965,-3.3875941677572e-05,-8.616827018244e-05,-1.8572097092974e-05
0.00624,127862.02188124,-3.6814586380873e-05,-8.4646058271375e-05,-1.8548583256854e-05
0.00626,144620.22985109,-3.9716899362191e-05,-8.281290848493e-05,-1.9056866704438e-05
0.00628,160903.23714212,-4.2580016375619e-05,-8.0826319397329e-05,-1.9593839680679e-05
0.0063,178359.7340508,-4.5401111857119e-05,-7.8873987481727e-05,-1.9921149713417e-05
0.00632,199451.4492452,-4.8177401713027e-05,-7.6972497399266e-05,-1.9684337469406e-05
0.00634,225434.38811734,-5.0906146067627e-05,-7.5024286126049e-05,-1.8701233569812e-05
0.00636,253004.1353724,-5.3584651967094e-05,-7.2850487164089e-05,-1.7441204132453e-05
0.00638,279006.60060553,-5.6210276037122e-05,-7.0439264189574e-05,-1.6352190191051e-05
0.0064,302035.10559725,-5.8780427091633e-05,-6.8115588373438e-05,-1.5632554792596e-05
0.00642,320322.93520578,-6.1292568689971e-05,-6.597594350662e-05,-1.5532149380761e-05
0.00644,335421.71942382,-6.3744221640081e-05,-6.3620130097265e-05,-1.582683320527e-05
0.00646,351870.40899366,-6.6132966445177e-05,-6.0945990002256e-05,-1.586576518496e-05
0.00648,371344.3648056,-6.845644569151e-05,-5.832937110862e-05,-1.5407250689081e-05
0.0065,393634.13616501,-7.0712366374856e-05,-5.5839081745955e-05,-1.4478918306207e-05
0.00652,417844.81654838,-7.2898502163451e-05,-5.3257438000014e-05,-1.3206385516222e-05
0.00654,439936.46731266,-7.5012695595117e-05,-5.0541954915411e-05,-1.2164628892224e-05
0.00656,457087.24501892,-7.7052860206429e-05,-4.768757900363e-05,-1.1754682372341e-05
0.00658,471322.75647844,-7.9016982591814e-05,-4.4792595319277e-05,-1.1685160179098e-05
0.0066,485152.20254524,-8.0903124390542e-05,-4.2072882590427e-05,-1.1595666831381e-05
0.00662,500677.75207407,-8.2709424199671e-05,-3.9323007536377e-05,-1.1184031100205e-05
0.00664,519873.81136804,-8.443409941103e-05,-3.6239048069074e-05,-1.0166412149251e-05
0.00666,540289.38520619,-8.6075447970448e-05,-3.3139304275649e-05,-8.8912500405121e-06
0.00668,557474.87139016,-8.7631850057484e-05,-3.0303341688953e-05,-7.9925826206388e-06
0.0067,570859.15441627,-8.9101769684003e-05,-2.7407142667947e-05,-7.5504619389498e-06
0.00672,581849.62180972,-9.0483756210014e-05,-2.4286207135488e-05,-7.3623817738672e-06
0.00674,592610.28061326,-9.1776445775287e-05,-2.1183010736053e-05,-7.1178342465567e-06
0.00676,606492.11917469,-9.2978562645325e-05,-1.820735902186e-05,-6.3368312199179e-06
0.00678,622917.10540465,-9.4088920470361e-05,-1.5321940906932e-05,-5.1007625524365e-06
0.0068,637412.13722095,-9.5106423456153e-05,-1.2464174204455e-05,-4.0475468268007e-06
0.00682,648194.56534297,-9.6030067445403e-05,-9.5662116461401e-06,-3.4308438416715e-06
0.00684,656174.3671501,-9.6858940908743e-05,-6.828733478478e-06,-3.1197454869552e-06
0.00686,663235.10981976,-9.7592225844312e-05,-4.506469785702e-06,-2.8443529848374e-06
0.00688,672782.93868525,-9.8229198585023e-05,-2.4288277651735e-06,-2.1173503113594e-06
0.0069,684991.19955068,-9.8769230512745e-05,-4.4367105928827e-07,-9.1334489936806e-07
0.00692,695424.82410024,-9.9211788678671e-05,1.1069034078138e-06,1.3461486739281e-07
0.00694,701946.16758379,-9.9556436329281e-05,1.9818463069719e-06,7.2158765351501e-07
0.00696,706024.82334549,-9.9802833337362e-05,2.4325203135467e-06,1.0578556164961e-06
0.00698,709743.44114868,-9.9950736537678e-05,2.618546245124e-06,1.4411835815444e-06
0.007,715735.93639493,-9.9999999966944e-05,2.352321311128e-06,2.2479910347731e-06
0.00702,723710.96918009,-9.9950575007875e-05,1.6148231415784e-06,3.4367063489701e-06
0.00704,729128.53006639,-9.9802510437168e-05,7.2480543845944e-07,4.3587080620557e-06
0.00706,730334.32993534,-9.9555952377361e-05,-4.8254801528818e-08,4.7775232829667e-06
0.00708,730236.09565596,-9.9211144152629e-05,-6.3464731591299e-07,5.1082981597849e-06
0.0071,731169.59186669,-9.8768426048653e-05,-1.0167801079991e-06,5.6843728326303e-06
0.00712,733958.12998921,-9.8228234976794e-05,-1.1147848488594e-06,6.6229263798956e-06
0.00714,737027.6750671,-9.7591104042915e-05,-7.8117574600711e-07,7.6985637830211e-06
0.00716,736443.1488655,-9.6857662021267e-05,-8.9874698320508e-08,8.3485021677394e-06
0.00718,732266.91107456,-9.602863273396e-05,5.2535800250522e-07,8.5809260287498e-06
0.0072,728878.56351581,-9.5104834336637e-05,8.5247029701714e-07,9.0206746758013e-06
0.00722,727642.68005352,-9.4087178511049e-05,1.0858301105496e-06,9.8617757476366e-06
0.00724,726509.32249393,-9.2976669565328e-05,1.1174206446271e-06,1.0810376563107e-05
0.00726,723268.37341201,-9.1774403442856e-05,6.6800362532984e-07,1.1549649933586e-05
0.00728,716527.758886,-9.0481566640692e-05,7.1125658639999e-08,1.1879541716797e-05
0.0073,708592.53156475,-8.9099435038642e-05,-1.9972575264639e-07,1.2128069441347e-05
0.00732,703304.95446973,-8.7629372640109e-05,-2.1078478057631e-07,1.284276376461e-05
0.00734,699138.0152875,-8.6072830225981e-05,-7.2495788534584e-08,1.3804029127484e-05
0.00736,692058.68749356,-8.4431343922881e-05,2.8585189749359e-07,1.4434182812398e-05
0.00738,682030.43624509,-8.2706533687187e-05,7.2344621478222e-07,1.472638575207e-05
0.0074,671338.49541199,-8.0900101706323e-05,9.9017919614927e-07,1.5005397686107e-05
0.00742,662012.56863358,-7.9013830718898e-05,9.2607065254304e-07,1.5559393394288e-05
0.00744,654198.09038503,-7.704958225535e-05,5.3872195463575e-07,1.6407287753057e-05
0.00746,644345.70150046,-7.500929480083e-05,1.793320470738e-07,1.7040091105848e-05
0.00748,630576.5439218,-7.2894981882146e-05,1.1515327050362e-07,1.7187381580439e-05
0.0075,616662.13208351,-7.0708730080642e-05,1.7033013741948e-07,1.738586023898e-05
0.00752,605115.15018122,-6.8452696972987e-05,3.3322436075545e-07,1.7992324437942e-05
0.00754,593669.19154232,-6.6129109001896e-05,7.4949246241214e-07,1.8680775481612e-05
0.00756,579979.22889086,-6.3740259278889e-05,1.0268445857281e-06,1.9113916318856e-05
0.00758,563752.99779853,-6.1288505321259e-05,8.056260945804e-07,1.9247637245144e-05
0.0076,547104.39070827,-5.8776266725474e-05,4.5430554871153e-07,1.9381503335428e-05
0.00762,532806.8456116,-5.6206022779315e-05,3.1452264489034e-07,1.9909240853697e-05
0.00764,518942.16895911,-5.3580310015109e-05,2.9172834299895e-07,2.0554285588507e-05
0.00766,501570.84121375,-5.0901719706468e-05,4.0138285214344e-07,2.0751257638156e-05
0.00768,482208.35375039,-4.8172895310998e-05,6.9767034244577e-07,2.071401233303e-05
0.0077,464472.23038308,-4.5396529861516e-05,9.3478084068005e-07,2.0956645876567e-05
0.00772,448045.74183425,-4.2575363308338e-05,8.6946957205036e-07,2.1431171269526e-05
0.00774,430619.99158041,-3.9712179815271e-05,5.6414869898593e-07,2.1804961872154e-05
0.00776,410697.78050596,-3.6809805011958e-05,3.1903299224371e-07,2.1861306463784e-05
0.00778,389411.20889637,-3.3871103205318e-05,3.7982270473952e-07,2.1759069459313e-05
0.0078,370116.23150087,-3.0898974552803e-05,6.2383376491159e-07,2.1974772824254e-05
0.00782,352326.79327523,-2.7896352200279e-05,7.8443500499293e-07,2.2436046875177e-05
0.00784,331844.47804528,-2.4866199387356e-05,8.4198818053182e-07,2.2540154605104e-05
0.00786,308960.29917429,-2.181150652301e-05,7.8732775504543e-07,2.232567903682e-05
0.00788,287451.31869425,-1.8735288234398e-05,5.2659103217475e-07,2.2329185872591e-05
0.0079,267587.03495544,-1.5640580391771e-05,3.1796750973183e-07,2.2586138923058e-05
0.00792,247000.48336823,-1.2530437112424e-05,5.0534055997034e-07,2.2755346224155e-05
0.00794,224282.59660912,-9.4079277466357e-06,8.3127366506971e-07,2.2632443164365e-05
0.00796,200496.32870217,-6.2761338485756e-06,8.5732387528749e-07,2.2366198819594e-05
0.00798,178608.34828874,-3.1381461351686e-06,6.8409346681836e-07,2.2377332221862e-05
0.008,158243.84955022,2.9385640838597e-09,5.6125304217386e-07,2.2609202793502e-05
0.00802,135437.81858825,3.1440203633148e-06,4.6581029535356e-07,2.2492280135063e-05
0.00804,110592.05448047,6.2819993795193e-06,4.7191933148397e-07,2.2080864293704e-05
0.00806,87688.568650803,9.4137787917789e-06,7.0230206652872e-07,2.1940717193064e-05
0.00808,66437.590507277,1.2536267897464e-05,8.7680580532224e-07,2.2027352270027e-05
0.0081,43863.438494289,1.5646385162401e-05,7.0884431610957e-07,2.1912590643473e-05
0.00812,19570.841593268,1.8741061261982e-05,4.3986256069218e-07,2.1536895759325e-05
0.00814,-4542.2242024437,2.1817242110242e-05,4.1043371721558e-07,2.1168352951984e-05
0.00816,-26678.931753192,2.4871891873877e-05,5.8313375017222e-07,2.1060615925488e-05
0.00818,-48169.086881682,2.7901995968265e-05,7.3129480473205e-07,2.1020697832885e-05
0.0082,-72065.13097542,3.0904564032509e-05,7.1573855685392e-07,2.0609545305796e-05
0.00822,-96789.181612572,3.3876632880579e-05,5.7397256827022e-07,2.0049606942016e-05
0.00824,-118730.28734679,3.6815269425625e-05,4.425964243767e-07,1.985379981987e-05
0.00826,-139772.04277331,3.9717573574603e-05,4.1139685269957e-07,1.9750138889356e-05
0.00828,-163066.02304782,4.2580681090321e-05,5.3840786073156e-07,1.9285534926428e-05
0.0083,-186912.52709358,4.5401766418116e-05,7.2768511923705e-07,1.8699976834362e-05
0.00832,-208876.81804597,4.8178045474342e-05,6.5648161824858e-07,1.8338500051856e-05
0.00834,-229599.90004575,5.0906778393943e-05,3.5544624633431e-07,1.8106792673711e-05
0.00836,-251157.99484641,5.3585272234378e-05,3.1023175969539e-07,1.7705558674165e-05
0.00838,-274152.81388535,5.6210883633243e-05,5.3503478501303e-07,1.7046195933974e-05
0.0084,-296015.11118706,5.8781021416963e-05,5.9736257818513e-07,1.6493148399212e-05
0.00842,-315327.41257789,6.1293149157981e-05,5.0725796520503e-07,1.6246375934059e-05
0.00844,-335412.81073389,6.3744787677916e-05,4.4149762139601e-07,1.5828671851085e-05
0.00846,-357545.03433114,6.6133517494224e-05,3.1987294148701e-07,1.5055655445536e-05
0.00848,-377978.12306808,6.8456981207946e-05,2.913025662796e-07,1.4460106490609e-05
0.0085,-396000.75752049,7.071288583019e-05,4.9845432696766e-07,1.4141349042724e-05
0.00852,-414882.41638643,7.289900504504e-05,5.6725243599557e-07,1.3630088412911e-05
0.00854,-434964.29043511,7.5013181406675e-05,3.2875654312975e-07,1.2875425629595e-05
0.00856,-453875.0266512,7.7053328468518e-05,1.8045558301118e-07,1.2214038951226e-05
0.00858,-470820.59191943,7.9017432842312e-05,2.9765326264172e-07,1.1757348282105e-05
0.0086,-487463.18218706,8.0903556185105e-05,4.4033181285899e-07,1.1265958726274e-05
0.00862,-505484.18970758,8.2709837112168e-05,4.2865887178745e-07,1.0497810012333e-05
0.00864,-523071.85441536,8.4434493033964e-05,2.9446318936238e-07,9.7099424064533e-06
0.00866,-537812.26899097,8.6075821915358e-05,2.2190894215729e-07,9.2454977719229e-06
0.00868,-552211.39164538,8.7632203955331e-05,3.2566171497504e-07,8.744862288663e-06
0.0087,-568569.47736148,8.910210318553e-05,4.8925738974187e-07,7.877892136138e-06
0.00872,-583720.39467954,9.0484068986095e-05,6.0635724765541e-07,7.0954411773508e-06
0.00874,-596078.71408802,9.1776737517248e-05,6.7742989064323e-07,6.62263550195e-06
0.00876,-608718.75780802,9.297883306525e-05,7.719730153032e-07,6.0190105190136e-06
0.00878,-622476.33150127,9.4089169301377e-05,1.1420236344279e-06,5.1639790902547e-06
0.0088,-634954.01602416,9.5106650452693e-05,1.8443850023802e-06,4.3989338800744e-06
0.00882,-645364.06952968,9.6030272383448e-05,2.5172769641339e-06,3.8354053040331e-06
0.00884,-655386.38923203,9.6859123586043e-05,3.1865598597205e-06,3.232496550305e-06
0.00886,-666368.32878186,9.7592386080584e-05,4.3747466065936e-06,2.3969105439871e-06
0.00888,-676644.56366007,9.8229336222134e-05,6.1118338472019e-06,1.5658271306073e-06
0.0089,-684227.1124438,9.8769345414863e-05,8.0708571782303e-06,1.0226150624309e-06
0.00892,-691444.17223048,9.9211880732402e-05,1.0340148804877e-05,4.3414183967357e-07
0.00894,-700252.54188151,9.9556505443777e-05,1.3077512720417e-05,-4.7957196482175e-07
0.00896,-707492.85999594,9.9802879444415e-05,1.6216546149211e-05,-1.2675291237918e-06
0.00898,-711961.87272987,9.9950759591786e-05,1.9788956486952e-05,-1.7580793724693e-06
0.009,-717060.40354512,9.9999999945356e-05,2.3667896749054e-05,-2.437200564066e-06
0.00902,-722995.27562879,9.9950551910612e-05,2.7450024707819e-05,-3.3344874624967e-06
0.00904,-726839.7857096,9.9802464287024e-05,3.1093364797314e-05,-4.0317908109914e-06
0.00906,-728880.29707977,9.9555883219881e-05,3.4806695883716e-05,-4.5698735075338e-06
0.00908,-731300.54086032,9.9211052056064e-05,3.833431281746e-05,-5.2604537843834e-06
0.0091,-734010.12729807,9.8768311103891e-05,4.1263922939947e-05,-6.0902785090562e-06
0.00912,-735110.75486094,9.8228097297272e-05,4.3708349935054e-05,-6.7877248230801e-06
0.00914,-734234.36585459,9.7590943764507e-05,4.6031359196602e-05,-7.2996799296909e-06
0.00916,-733689.6294562,9.6857479302149e-05,4.8317266023068e-05,-7.9553249078088e-06
0.00918,-733849.32803171,9.6028427754454e-05,5.0501427112602e-05,-8.8071905353409e-06
0.0092,-731712.06840505,9.5104607299035e-05,5.2704153102724e-05,-9.4256881860244e-06
0.00922,-727655.23187229,9.408692963941e-05,5.5166575005124e-05,-9.8638177709854e-06
0.00924,-724942.84361906,9.297639910526e-05,5.797348820804e-05,-1.0586864269629e-05
0.00926,-722079.79005086,9.1774111661271e-05,6.0972348380055e-05,-1.1380144060686e-05
0.00928,-716343.89819418,9.0481253825546e-05,6.3897903242823e-05,-1.1853588773851e-05
0.0093,-710020.80250463,8.9099101498647e-05,6.6543491185176e-05,-1.2332441715669e-05
0.00932,-704830.56361991,8.7629018704428e-05,6.8907253489104e-05,-1.3061061811419e-05
0.00934,-698460.90147233,8.6072456243909e-05,7.1087260747469e-05,-1.3707672538297e-05
0.00936,-689999.68163717,8.4430950263495e-05,7.2997769642622e-05,-1.4140432829452e-05
0.00938,-681326.44370518,8.2706120738983e-05,7.4563720131056e-05,-1.4626228361646e-05
0.0094,-673212.46949853,8.0899669876833e-05,7.6156906961649e-05,-1.5273540049473e-05
0.00942,-664059.83925155,7.9013380434288e-05,7.8176542942973e-05,-1.585231088727e-05
0.00944,-652859.06943934,7.7049113959997e-05,8.0386479498744e-05,-1.6216467390493e-05
0.00946,-641574.07799286,7.5008808956889e-05,8.2410833746881e-05,-1.6644630756606e-05
0.00948,-631240.41175453,7.2894478969088e-05,8.4342419410651e-05,-1.7282722708081e-05
0.0094999999999999,-619162.89081644,7.0708210594783e-05,8.6205330020643e-05,-1.7743630949842e-05
0.0095199999999999,-605024.84469384,6.8452161427e-05,8.7690631897348e-05,-1.7979959245508e-05
0.0095399999999999,-592014.95029878,6.6128557924303e-05,8.8786765038237e-05,-1.8445006405197e-05
0.0095599999999999,-579226.22033501,6.3739693213539e-05,8.9792630877362e-05,-1.9006909689919e-05
0.0095799999999999,-563781.48621781,6.1287924826793e-05,9.0879792408601e-05,-1.9252287488602e-05
0.0095999999999999,-547673.72248024,5.8775672374772e-05,9.2175294344167e-05,-1.9463430837687e-05
0.0096199999999999,-532762.30894527,5.6205415158933e-05,9.3633383679792e-05,-1.9903486120277e-05
0.0096399999999999,-516603.90039236,5.3579689724698e-05,9.4873813328816e-05,-2.0220867473459e-05
0.0096599999999999,-498284.98689894,5.0901087358182e-05,9.5790848125147e-05,-2.028248219788e-05
0.0096799999999999,-479822.70744625,4.8172251528891e-05,9.6610076052651e-05,-2.0373849535686e-05
0.0096999999999999,-461374.64384519,4.5395875280926e-05,9.719212401304e-05,-2.0514788126096e-05
0.0097199999999999,-440978.06119773,4.2574698575261e-05,9.7414771490815e-05,-2.0422167309259e-05
0.0097399999999999,-418050.07038904,3.9711505585721e-05,9.775053545798e-05,-2.0009933041012e-05
0.0097599999999999,-394019.80925779,3.6809121951321e-05,9.8457676877473e-05,-1.9479422229011e-05
0.0097799999999999,-368672.89964183,3.3870411987696e-05,9.9127879839285e-05,-1.8797145103833e-05
0.0097999999999999,-339181.12085297,3.0898275860347e-05,9.9464754034739e-05,-1.7556169975299e-05
0.0098199999999999,-305268.88762272,2.7895646722518e-05,9.9546168380497e-05,-1.5714194367118e-05
0.0098399999999999,-268875.16154679,2.4865487820515e-05,9.9439771254016e-05,-1.3545249544037e-05
0.0098599999999999,-227848.39914462,2.1810789569321e-05,9.9183356613761e-05,-1.0738981736053e-05
0.0098799999999999,-179391.30706469,1.8734566601412e-05,9.8882209626378e-05,-6.8927629780595e-06
0.0098999999999999,-125682.68697715,1.5639854791656e-05,9.866650480004e-05,-2.3148147774741e-06
0.0099199999999999,-67654.833268891,1.2529708261264e-05,9.8576011118432e-05,2.8647320785222e-06
0.0099399999999999,-2572.1206444974,9.4071963637209e-06,9.8384963146456e-05,9.0397505581325e-06
0.0099599999999999,68575.508189301,6.2754006556963e-06,9.7799719451715e-05,1.6071901827052e-05
0.0099799999999999,142108.02158524,3.1374118559009e-06,9.6872569700028e-05,2.3438557796011e-05
0.0099999999999999,217647.545154,-3.6732050913822e-09,9.591492372922e-05,3.1088833243881e-05
