time,avg_vel_x,max_vel_x,max_vel_y,u_at_x1_y010,u_at_x1_y035,u_at_x2_y020,u_at_x2_y050
0,0,0,0,0,0,0,0
1,0.9999999841864,1.0125439944627,0.0079161165170262,0.99532349381276,0.99532349381276,0.98755905745709,0.98755905745709
