time,E_y_imag_center,E_y_imag_near_end,E_y_imag_near_port,E_y_real_center,E_y_real_near_end,E_y_real_near_port,E_y_real_quarter_x,E_y_real_threequarter_x,max_E_y_imag,max_E_y_real
2,0.9081934017363,0.73288248003131,-0.24322829369927,0.29912247714957,-0.60504969303718,0.9271371650146,0.21414805199903,0.21414804926722,0.92801436539928,0.94342002882261
