time,E_imag_ext_focus,E_imag_int_focus,E_imag_source,E_intensity_ext_focus,E_intensity_far,E_intensity_int_focus,E_intensity_left_vac,E_intensity_off_axis,E_intensity_right_vac,E_intensity_source,E_real_ext_focus,E_real_int_focus,E_real_source,total_field_energy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.4331619687701,0.18225633817045,1.2894912400363,1.0323450079963,0.25923229664584,2.2370884722192,5.122789725936,0.17116277208409,1.8624640486181,5.1834097638775,0.91908417286312,1.4845440712272,1.8763320883434,36.884043860065
